Structure,percent_cu,percent_ni,percent_au,percent_pd,percent_pt,Cohesive_energy,c11,c12,c13,c23,c22,c33,c44,c55,c66,G_V,G_R,G,B,E_100,E_110,E_111,E_113,E_331,E_VRH,nu,avg_r,1 r,2 r,3 r,4 r,5 r,6 r,7 r,8 r,9 r,10 r,11 r,12 r,13 r,14 r,15 r,16 r,17 r,18 r,19 r,20 r,21 r,22 r,23 r,24 r,25 r,26 r,27 r,28 r,29 r,30 r,31 r,32 r,33 r,34 r,35 r,36 r,37 r,38 r,39 r,40 r,41 r,42 r,43 r,44 r,45 r,46 r,47 r,48 r,49 r,50 r,51 r,52 r,53 r,54 r,55 r,56 r,57 r,58 r,59 r,60 r,61 r,62 r,63 r,64 r,65 r,66 r,67 r,68 r,69 r,70 r,71 r,72 r,73 r,74 r,75 r,76 r,77 r,78 r,79 r,80 r,81 r,82 r,83 r,84 r,85 r,86 r,87 r,88 r,89 r,90 r,91 r,92 r,93 r,94 r,95 r,96 r,1 Type 1,2 Type 1,3 Type 1,4 Type 1,5 Type 1,6 Type 1,7 Type 1,8 Type 1,9 Type 1,10 Type 1,11 Type 1,12 Type 1,13 Type 1,14 Type 1,15 Type 1,16 Type 1,17 Type 1,18 Type 1,19 Type 1,20 Type 1,21 Type 1,22 Type 1,23 Type 1,24 Type 1,25 Type 1,26 Type 1,27 Type 1,28 Type 1,29 Type 1,30 Type 1,31 Type 1,32 Type 1,33 Type 1,34 Type 1,35 Type 1,36 Type 1,37 Type 1,38 Type 1,39 Type 1,40 Type 1,41 Type 1,42 Type 1,43 Type 1,44 Type 1,45 Type 1,46 Type 1,47 Type 1,48 Type 1,49 Type 1,50 Type 1,51 Type 1,52 Type 1,53 Type 1,54 Type 1,55 Type 1,56 Type 1,57 Type 1,58 Type 1,59 Type 1,60 Type 1,61 Type 1,62 Type 1,63 Type 1,64 Type 1,65 Type 1,66 Type 1,67 Type 1,68 Type 1,69 Type 1,70 Type 1,71 Type 1,72 Type 1,73 Type 1,74 Type 1,75 Type 1,76 Type 1,77 Type 1,78 Type 1,79 Type 1,80 Type 1,81 Type 1,82 Type 1,83 Type 1,84 Type 1,85 Type 1,86 Type 1,87 Type 1,88 Type 1,89 Type 1,90 Type 1,91 Type 1,92 Type 1,93 Type 1,94 Type 1,95 Type 1,96 Type 1,1 Type 2,2 Type 2,3 Type 2,4 Type 2,5 Type 2,6 Type 2,7 Type 2,8 Type 2,9 Type 2,10 Type 2,11 Type 2,12 Type 2,13 Type 2,14 Type 2,15 Type 2,16 Type 2,17 Type 2,18 Type 2,19 Type 2,20 Type 2,21 Type 2,22 Type 2,23 Type 2,24 Type 2,25 Type 2,26 Type 2,27 Type 2,28 Type 2,29 Type 2,30 Type 2,31 Type 2,32 Type 2,33 Type 2,34 Type 2,35 Type 2,36 Type 2,37 Type 2,38 Type 2,39 Type 2,40 Type 2,41 Type 2,42 Type 2,43 Type 2,44 Type 2,45 Type 2,46 Type 2,47 Type 2,48 Type 2,49 Type 2,50 Type 2,51 Type 2,52 Type 2,53 Type 2,54 Type 2,55 Type 2,56 Type 2,57 Type 2,58 Type 2,59 Type 2,60 Type 2,61 Type 2,62 Type 2,63 Type 2,64 Type 2,65 Type 2,66 Type 2,67 Type 2,68 Type 2,69 Type 2,70 Type 2,71 Type 2,72 Type 2,73 Type 2,74 Type 2,75 Type 2,76 Type 2,77 Type 2,78 Type 2,79 Type 2,80 Type 2,81 Type 2,82 Type 2,83 Type 2,84 Type 2,85 Type 2,86 Type 2,87 Type 2,88 Type 2,89 Type 2,90 Type 2,91 Type 2,92 Type 2,93 Type 2,94 Type 2,95 Type 2,96 Type 2
11,12.5,62.5,12.5,12.5,0,-4.301571183,226.33233,149.47693,145.16079,148.87307,215.16372,227.63675,88.27129,89.57505,90.5601,68.72275533,57.37087753,63.04681643,172.9060422,104.3942344,176.3206041,228.8875182,140.3563645,188.9418003,168.6429901,0.337442552,2.534010625,2.65666108,2.474218222,2.65722056,2.527270985,2.618259762,2.618259762,2.475476407,2.475476407,2.571567908,2.571567908,2.641528743,2.641528743,2.700039473,2.549316453,2.787385754,2.647566198,2.743093053,2.743093053,2.589225108,2.589225108,2.618564852,2.618564852,2.720829155,2.700387193,2.63603026,2.682650329,2.618892499,2.618892499,2.661221174,2.661221174,2.727127989,2.727127989,2.57264653,2.57264653,2.417968945,2.458547635,2.597724048,2.597724048,2.488573947,2.488573947,2.549962098,2.549962098,2.549914033,2.549914033,2.652065699,2.462631934,2.595992059,2.595992059,2.68370903,2.68370903,2.463731234,2.463731234,2.639845532,2.639845532,2.85133219,2.555461134,2.523824639,2.523824639,2.765523393,2.765523393,2.518365561,2.518365561,2.610382225,2.589068377,2.646580861,2.646580861,2.61161196,2.61161196,2.77533969,2.755302178,2.617562155,2.617562155,2.660189392,2.660189392,2.641509226,2.641509226,2.562691943,2.584223344,2.472923005,2.472923005,2.587939932,2.782242753,2.845961052,2.642422807,2.431643906,2.581204655,2.662724904,2.502820663,2.654357711,2.450758371,2.687661094,2.454075254,2.664226876,2.674680264,2.552456692,2.534010625,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,1,1,1,1,1,1,1,0,0,2,1,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1,0,0,2,1,1,1,0,0,1,1,3,3,1,1,0,0,3,3,0,0,1,1,1,1,3,3,0,0,1,1,3,0,1,1,3,0,0,1,0,1,3,0,3,0
12,12.5,62.5,12.5,12.5,0,-4.301995163,224.73892,147.22051,150.60061,148.78451,223.44297,219.66131,88.58547,87.24789,92.47401,68.41064533,56.87754826,62.6440968,173.4504956,103.1140902,175.3779123,228.8348095,139.1188852,188.1628191,167.7385721,0.338821858,2.613265048,2.652850663,2.439860429,2.648924561,2.460828207,2.661183956,2.661183956,2.513749327,2.513749327,2.534761089,2.534761089,2.539076293,2.539076293,2.674528661,2.495039109,2.644503457,2.444599503,2.695627586,2.695627586,2.527981491,2.527981491,2.56827319,2.56827319,2.514282411,2.514282411,2.726844419,2.743890489,2.566451455,2.566451455,2.677045005,2.677045005,2.67030408,2.67030408,2.656466928,2.656466928,2.618683448,2.663182726,2.526579849,2.526579849,2.500979029,2.500979029,2.550334808,2.550334808,2.689976346,2.689976346,2.727750665,2.626319118,2.675997854,2.675997854,2.654510266,2.654510266,2.527807181,2.527807181,2.668539423,2.668539423,2.720482216,2.624982585,2.657866916,2.678413027,2.671323054,2.691766457,2.522634348,2.544272755,2.657340661,2.677890809,2.554124872,2.554124872,2.639496608,2.639496608,2.67706637,2.67706637,2.683183568,2.683183568,2.523495856,2.523495856,2.679744608,2.679744608,2.516651663,2.516651663,2.522138931,2.522138931,2.619825914,2.658719062,2.616252201,2.637709948,2.464244418,2.507622748,2.46062412,2.471571914,2.763494169,2.612605254,2.75880567,2.612852137,2.738875127,2.777443173,2.602092345,2.613265048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,0,0,1,1,3,3,1,1,1,1,0,0,1,1,3,3,1,1,1,1,0,0,0,0,2,1,1,1,1,1,0,0,1,1,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1
13,25,25,25,25,0,-3.788568723,189.53974,135.69587,144.3007,134.93664,199.7096,191.31216,69.17559,71.97262,79.31525,55.134578,43.30932373,49.22195086,156.7142133,76.19570898,138.3900315,190.1174742,106.1629858,150.2830195,133.6710569,0.357839892,2.850953449,2.614736468,2.490179005,2.754225626,2.62965461,2.702859631,2.702859631,2.653551386,2.653551386,2.574348074,2.574348074,2.682824476,2.682824476,2.788688791,2.687375425,2.704586919,2.565623483,2.809307631,2.809307631,2.766613856,2.766613856,2.607278194,2.607278194,2.551792678,2.574081365,2.611157674,2.836190203,2.627876444,2.627876444,2.708818461,2.708818461,2.823134893,2.823134893,2.700605411,2.700605411,2.693144493,2.965087296,2.573032722,2.573032722,2.638057316,2.638057316,2.763837129,2.763837129,2.767687803,2.767687803,2.833654368,2.949433463,2.672097246,2.672097246,2.693540535,2.693540535,2.720452818,2.720452818,2.827541071,2.827541071,2.695662124,2.831687912,2.836941012,2.836941012,2.736912067,2.736912067,2.784339279,2.784339279,2.764650985,2.743910726,2.677304854,2.677304854,2.746551017,2.746551017,2.751108425,2.751108425,2.786108292,2.765528957,2.580392574,2.580392574,2.840831684,2.840831684,2.709953267,2.709953267,2.685598615,2.706785718,2.613409524,2.699033628,2.67320175,2.736120858,2.558085579,2.642659314,2.606574504,2.656115089,2.775378567,2.71528993,2.864650805,2.792016818,2.794724648,2.924512728,2.758104371,2.850953449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,2,2,3,3,2,2,0,0,1,1,3,3,1,1,1,1,2,2,0,0,1,1,3,3,1,1,2,2,3,3,3,2,3,3,1,1,2,2,3,3,3,2,1,1,1,1,2,2,2,2,1,1,1,1,3,3,2,2,2,2,1,1,2,2,3,3,2,2,3,3,3,3,3,3,2,2,3,3,1,1,2,2,2,2,3,3,1,2,2,3,1,2,2,3,3,2,3,2,2,3,2,3
14,25,25,25,25,0,-3.798853464,199.07441,134.16565,138.81977,140.52357,185.93194,187.3569,63.05945,68.16868,72.65512,51.366934,41.22564372,46.29628886,155.4868033,73.81559041,131.3345932,177.4172973,101.8259699,142.0675394,126.3487299,0.364566502,2.63401259,2.75278461,2.948503827,2.799386055,2.961551238,2.671728272,2.671728272,2.787195766,2.787195766,2.646706799,2.646706799,2.648933144,2.648933144,2.586457164,2.788397409,2.580068086,2.765929902,2.563163854,2.563163854,2.75456161,2.75456161,2.711658477,2.711658477,2.733231351,2.733231351,2.785219297,2.668472585,2.734513265,2.734513265,2.711929053,2.711929053,2.590269613,2.590269613,2.698247348,2.719200039,2.785349692,2.606278857,2.770374014,2.770374014,2.858166864,2.858166864,2.627045576,2.627045576,2.641515844,2.641515844,2.842567806,2.778982833,2.783242942,2.783242942,2.803416292,2.823588675,2.867513226,2.867513226,2.803982144,2.803982144,2.55599891,2.599157511,2.74673765,2.74673765,2.572708655,2.550552827,2.544530162,2.544530162,2.684822854,2.684822854,2.736935532,2.736935532,2.707086905,2.686039726,2.707435175,2.707435175,2.517332419,2.517332419,2.7786753,2.7786753,2.693314805,2.693314805,2.903134744,2.903134744,2.665348472,2.665348472,2.657694725,2.664837353,2.608877684,2.624975837,2.751512692,2.717745988,2.791730585,2.81025833,2.872179405,3.000258906,2.590674517,2.598587061,2.817903619,2.554345626,3.115123019,2.63401259,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,3,3,3,3,2,2,0,0,3,3,1,1,0,3,1,2,0,0,3,3,2,2,2,2,0,3,1,2,0,0,3,3,0,0,1,1,2,1,0,0,2,2,0,0,3,3,2,1,3,3,2,2,0,0,1,1,1,2,2,2,3,3,1,1,2,2,1,2,0,0,3,3,1,1,1,1,0,0,3,3,2,2,1,1,3,3,1,1,2,2,1,1,2,0,2,1,2,0,2,1,3,1,3,1,2,1,2,1
15,25,25,25,25,0,-3.7917019,192.98672,137.98039,140.75815,143.87372,188.34263,182.20174,58.06922,73.20571,66.91553,49.03268067,37.68988538,43.36128303,156.5284011,65.86432323,122.745471,172.3639265,92.90610903,133.9620592,119.0873753,0.373199396,2.89059391,2.743147999,2.604182082,2.742659249,2.597240159,2.713733472,2.713733472,2.66259522,2.66259522,2.692901233,2.692901233,2.702909612,2.702909612,2.83600675,2.614104552,2.827623678,2.68009656,2.718614848,2.718614848,2.685403608,2.685403608,2.647854698,2.647854698,2.710699119,2.710699119,2.604296124,2.70714725,2.75653166,2.75653166,2.649991521,2.649991521,2.783592868,2.783592868,2.682038999,2.682038999,2.918173801,2.862582744,2.615655605,2.615655605,2.651695116,2.651695116,2.703354186,2.703354186,2.779120865,2.779120865,2.597704585,2.786481087,2.799691158,2.799691158,2.575807056,2.575807056,2.674018947,2.674018947,2.669673058,2.669673058,2.692676609,2.909801623,2.735326806,2.735326806,2.718686271,2.718686271,2.819709852,2.819709852,2.768659681,2.768659681,2.743562716,2.743562716,2.680850429,2.680850429,2.627045682,2.627045682,2.69066754,2.69066754,2.628701998,2.650221443,2.823052243,2.84310103,2.711951007,2.732814989,2.734966188,2.75565592,2.712431631,2.708714223,2.686830406,2.677234935,2.661073849,2.682781627,2.770312258,2.743054783,2.744336083,2.624417838,2.852143505,2.811004509,2.599546324,2.806647728,2.749000491,2.89059391,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,2,2,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,3,2,2,0,0,0,0,3,3,2,3,0,3,2,2,0,0,1,1,3,3,1,2,2,2,0,0,1,1,1,1,1,2,0,0,0,0,1,1,2,2,0,3,0,0,1,1,2,2,3,3,0,3,1,1,1,1,2,2,3,3,2,2,1,1,3,3,3,3,0,0,2,2,3,3,3,3,0,1,3,3,0,1,3,3,1,2,1,2,3,3,3,3
16,18.75,18.75,18.75,43.75,0,-3.805854726,189.0763,140.95733,141.48767,135.61116,199.42863,197.37421,70.89056,64.63802,74.32638,53.15919067,43.23461774,48.1969042,157.9990511,78.0874684,136.70585,182.3292393,106.8701601,147.4362949,131.2454349,0.361554617,2.768597096,2.735544447,2.648718809,2.844038368,2.75325107,2.803768876,2.803768876,2.713568944,2.713568944,2.743662108,2.743662108,2.869427377,2.869427377,2.725500403,2.652270653,2.814965255,2.734475205,2.767364669,2.767364669,2.718752492,2.718752492,2.642702353,2.642702353,2.718342652,2.718342652,2.741353022,2.705023678,2.655639833,2.655639833,2.866030724,2.866030724,2.84452919,2.84452919,2.626191054,2.626191054,2.626950384,2.614750798,2.714051807,2.714051807,2.662949965,2.662949965,2.640264086,2.640264086,2.701798664,2.701798664,2.818083142,2.725666317,2.607426444,2.607426444,2.815238168,2.815238168,2.705277044,2.705277044,2.69379767,2.69379767,2.813354627,2.725429133,2.725524545,2.725524545,2.795503717,2.795503717,2.688481014,2.688481014,2.824797727,2.824797727,2.830726422,2.830726422,2.798163868,2.798163868,2.770115368,2.770115368,2.76829453,2.76829453,2.732441841,2.753687748,2.735582061,2.756803767,2.727719375,2.749001781,2.719674816,2.741019684,2.838005799,2.69269387,2.931267448,2.771297414,2.688926116,2.560890024,2.812962798,2.680693702,2.686900352,2.547271297,2.791824127,2.643630885,2.760862818,2.87652967,2.661408714,2.768597096,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,1,1,0,0,3,3,3,3,1,1,3,3,2,2,0,0,3,3,3,3,1,1,3,3,2,2,1,3,3,3,3,3,3,3,3,3,1,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,1,1,2,2,3,3,3,3,3,3,1,1,2,2,3,3,3,3,2,2,2,2,1,1,1,1,2,2,2,2,3,3,2,2,3,3,2,2,3,1,3,1,2,2,2,2
17,18.75,18.75,18.75,43.75,0,-3.809789893,195.28173,142.03684,137.64105,139.16459,190.74842,196.49614,71.1017,68.74646,66.92625,52.267136,42.62444276,47.44578938,157.80125,76.94656621,135.0165977,180.3973535,105.4268538,145.675439,129.3714187,0.363360378,2.665312,2.854592537,2.826698465,2.764722676,2.751330998,2.826957728,2.826957728,2.787195704,2.787195704,2.736400364,2.736400364,2.748043035,2.748043035,2.629629443,2.600635868,2.658996395,2.633360618,2.676700371,2.676700371,2.632823556,2.632823556,2.753447447,2.753447447,2.708741387,2.708741387,2.903292242,2.67979903,2.731173096,2.731173096,2.917971381,2.917971381,2.644289597,2.644289597,2.767706577,2.767706577,2.818377778,2.594089547,2.719283085,2.719283085,2.80665389,2.80665389,2.562976232,2.562976232,2.725452205,2.725452205,2.829005625,2.737879698,2.753530244,2.753530244,2.847369933,2.847369933,2.778192718,2.778192718,2.769034199,2.769034199,2.722862239,2.622413606,2.802447416,2.802447416,2.686611548,2.686611548,2.612804452,2.612804452,2.74256193,2.74256193,2.731969586,2.731969586,2.778821113,2.778821113,2.781828353,2.781828353,2.720292345,2.720292345,2.770381452,2.791407278,2.773805433,2.7948055,2.744670759,2.76589204,2.650544882,2.67251368,2.845102297,2.661728259,2.811180836,2.663753995,2.709579292,2.550532281,2.806515378,2.635251227,2.868943817,2.732111237,2.709564042,2.595347034,2.833558267,2.692162972,2.835079977,2.665312,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,1,1,2,2,1,1,3,3,0,3,3,3,1,1,2,2,2,2,3,3,0,3,3,3,1,1,1,1,3,3,3,0,3,3,2,2,1,1,2,2,3,0,1,1,2,2,1,1,1,1,0,3,2,2,2,2,1,1,2,2,0,3,1,1,2,2,1,1,3,3,3,3,2,2,2,2,3,3,1,1,1,1,2,2,3,3,2,1,2,3,2,1,2,3,2,1,2,1,2,3,2,3
18,18.75,18.75,18.75,43.75,0,-3.801770998,192.62385,138.57763,141.82977,139.84173,190.32489,189.09751,65.27508,72.783,68.9513,51.521684,40.71979307,46.12073854,156.94939,71.87665299,130.9005034,180.2360741,100.2762819,142.223798,126.0184025,0.366179365,2.6374491,2.732430117,2.759236479,2.825847625,2.839507727,2.782841538,2.782841538,2.720235074,2.720235074,2.723385272,2.723385272,2.800801137,2.800801137,2.766341214,2.808156237,2.770986539,2.824942357,2.738204531,2.738204531,2.6810164,2.6810164,2.747416455,2.747416455,2.784268792,2.784268792,2.776062449,2.835770054,2.706548684,2.706548684,2.746641099,2.746641099,2.776657476,2.776657476,2.7065205,2.7065205,2.563860248,2.601020966,2.794847631,2.794847631,2.674164044,2.674164044,2.72837537,2.72837537,2.629524905,2.629524905,2.820285379,2.657442176,2.691239419,2.691239419,2.75184103,2.75184103,2.712821445,2.712821445,2.694968995,2.694968995,2.836837123,2.559549709,2.673473671,2.673473671,2.841836778,2.841836778,2.619475831,2.619475831,2.704956918,2.704956918,2.729281507,2.750258851,2.745060929,2.7659186,2.831476171,2.851701861,2.775946914,2.796574238,2.838530515,2.838530515,2.652062605,2.652062605,2.659047443,2.659047443,2.642529935,2.642529935,2.80721423,2.78241419,2.913821121,2.855241277,2.733215969,2.723299438,2.760061446,2.703751127,2.701284044,2.720676906,2.743325405,2.625505336,2.801041307,2.830128658,2.640816852,2.6374491,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,0,0,3,3,2,2,1,1,3,3,3,1,3,3,3,3,0,0,2,2,3,3,3,1,3,3,3,3,3,3,2,2,0,1,3,3,0,0,3,3,2,2,0,1,3,3,0,0,3,3,1,1,3,1,0,0,2,2,1,1,2,2,3,1,3,3,2,2,1,1,2,2,3,3,2,2,2,2,2,2,3,3,1,1,2,2,2,2,0,3,2,2,0,3,2,2,2,1,2,1,2,2,2,2
19,18.75,18.75,43.75,18.75,0,-3.619506777,193.51836,133.08577,133.24482,142.20906,175.10647,191.80857,56.82846,66.4957,58.40404,46.47189,37.75211674,42.11200337,153.0569667,68.92410166,120.1996357,159.8358317,94.15070981,129.5432455,115.7227168,0.373987314,2.6299846,2.821784854,2.838436337,2.928096203,2.929494806,2.788258998,2.788258998,2.81762224,2.81762224,2.755113446,2.755113446,2.821257936,2.821257936,2.670983256,2.680360804,2.709412095,2.717810938,2.664521925,2.664521925,2.700510155,2.700510155,2.839763119,2.839763119,2.90529087,2.90529087,2.745851485,2.579084383,2.802994922,2.802994922,2.799760235,2.799760235,2.626632073,2.626632073,2.742853175,2.742853175,2.858603374,2.702682538,2.803246097,2.803246097,2.851032842,2.851032842,2.698442034,2.698442034,2.780359651,2.801529687,2.81240675,2.948706432,2.797814211,2.797814211,2.803079517,2.803079517,2.909453058,2.889073951,2.860202865,2.860202865,2.611482206,2.72261451,2.72526163,2.72526163,2.588302455,2.588302455,2.699114783,2.677135,2.766118399,2.766118399,2.876408362,2.876408362,2.813156365,2.813156365,2.834189331,2.834189331,2.616734583,2.616734583,2.830467661,2.830467661,2.819991152,2.798960753,2.868236726,2.868236726,2.660794221,2.660794221,2.752777236,2.695262163,2.818062218,2.792527728,2.817326384,2.791849005,2.834508283,2.812201415,2.825890522,2.908561148,2.52541364,2.6258678,2.924637227,2.601987714,2.913662539,2.6299846,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,0,0,1,1,3,3,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,0,0,0,0,2,1,2,2,3,3,0,0,1,1,2,1,2,2,3,3,0,0,3,3,2,2,3,3,1,1,3,3,2,2,2,2,0,0,1,1,3,3,0,0,2,2,1,1,2,2,0,0,2,2,3,3,2,2,0,0,3,0,2,0,3,0,2,0,1,3,1,3,2,0,2,0
20,18.75,18.75,43.75,18.75,0,-3.616597242,183.61477,137.49907,135.69295,142.12803,177.87662,185.08375,59.89547,60.33772,54.57099,43.71117533,34.6147307,39.16295302,153.0239156,61.72110653,112.4259552,154.8222507,86.11569043,122.1554303,108.2538325,0.382094865,2.748874924,2.81384577,2.788587206,2.756499564,2.743497163,2.807378482,2.807378482,2.798091958,2.798091958,2.838320159,2.838320159,2.754913467,2.754913467,2.78602554,2.76418393,2.676029331,2.707123495,2.75842037,2.75842037,2.772112007,2.772112007,2.821022314,2.821022314,2.743644075,2.743644075,2.712161317,2.695627086,2.896846266,2.896846266,2.71864778,2.71864778,2.705458612,2.705458612,2.853279591,2.853279591,2.985907949,2.917330989,2.753607942,2.753607942,2.881788324,2.881788324,2.829690774,2.829690774,2.794553984,2.794553984,2.607337955,2.842623422,2.81623607,2.81623607,2.683368211,2.683368211,2.908860738,2.908860738,2.70718792,2.70718792,2.574062496,2.788699446,2.827790148,2.827790148,2.66359038,2.66359038,2.887076475,2.887076475,2.720929183,2.720929183,2.663517157,2.663517157,2.699395632,2.699395632,2.819591985,2.819591985,2.75614963,2.75614963,2.769517958,2.790886171,2.7669978,2.788385326,2.787175547,2.808409413,2.746924558,2.768467162,2.845019937,2.795284764,2.685680406,2.63938577,2.878057412,2.808949522,2.786063884,2.743927929,2.759857823,2.811274251,2.75579515,2.818402198,2.691389875,2.655282154,2.744421553,2.748874924,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,1,1,2,2,1,0,0,3,2,2,3,3,2,2,0,0,1,0,0,3,2,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2,2,2,2,2,0,3,2,2,1,1,2,2,0,0,0,3,2,2,1,1,2,2,1,1,2,2,1,1,0,0,1,1,3,3,2,2,0,0,1,1,2,2,0,1,2,2,0,1,1,2,1,2,0,1,0,1
21,18.75,18.75,43.75,18.75,0,-3.606820067,191.78618,136.5606,135.6723,143.931,175.01033,181.72962,55.20662,63.82795,54.7819,43.58744267,33.86913499,38.72828883,153.4282144,60.03600554,110.5713292,153.6958317,84.20968711,120.39694,107.1677834,0.383585315,2.636256429,2.825126934,2.715719766,2.760562633,2.679806378,2.745081784,2.745081784,2.682040682,2.682040682,2.801674548,2.801674548,2.745373393,2.745373393,2.827088656,2.749218392,2.850646096,2.729223059,2.822043056,2.822043056,2.754667909,2.754667909,2.852781001,2.852781001,2.827117977,2.827117977,2.793377696,2.79149234,2.823022776,2.823022776,2.677723011,2.677723011,2.685648398,2.685648398,2.804801931,2.804801931,2.783637665,2.798200825,2.759488696,2.759488696,2.796169809,2.796169809,2.847593349,2.847593349,2.802980955,2.802980955,2.738716811,2.716232284,2.842655222,2.842655222,2.765383065,2.765383065,2.71863933,2.71863933,2.820221171,2.820221171,2.791572419,2.823986992,2.750970714,2.772298788,2.755792167,2.777083212,2.741105908,2.762510145,2.761202298,2.782451946,2.795597842,2.795597842,2.77415423,2.77415423,2.840524434,2.840524434,2.912105803,2.912105803,2.795270983,2.795270983,2.840151485,2.840151485,2.607298438,2.607298438,2.655645281,2.655645281,2.66710921,2.798873757,2.809528553,2.947930975,2.766226962,2.905293709,2.593009578,2.748893383,2.743121909,2.822115707,2.670235073,2.809660653,2.903705734,2.874007425,2.717414998,2.636256429,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,2,2,2,2,0,0,1,1,1,2,2,0,3,3,1,1,2,2,3,3,1,2,2,0,3,3,1,1,2,2,2,2,2,3,3,3,2,2,2,2,0,0,2,3,1,1,2,2,2,2,1,1,2,0,2,2,0,0,1,1,3,3,2,0,2,2,0,0,1,1,2,2,3,3,0,0,3,3,2,2,1,1,1,1,3,3,2,2,2,2,3,2,2,2,3,2,0,1,0,1,3,2,3,2
