Structure,percent_cu,percent_ni,percent_au,percent_pd,percent_pt,Cohesive_energy,c11,c12,c13,c23,c22,c33,c44,c55,c66,G_V,G_R,G,B,E_100,E_110,E_111,E_113,E_331,E_VRH,nu,avg_r,1 r,2 r,3 r,4 r,5 r,6 r,7 r,8 r,9 r,10 r,11 r,12 r,13 r,14 r,15 r,16 r,17 r,18 r,19 r,20 r,21 r,22 r,23 r,24 r,25 r,26 r,27 r,28 r,29 r,30 r,31 r,32 r,33 r,34 r,35 r,36 r,37 r,38 r,39 r,40 r,41 r,42 r,43 r,44 r,45 r,46 r,47 r,48 r,49 r,50 r,51 r,52 r,53 r,54 r,55 r,56 r,57 r,58 r,59 r,60 r,61 r,62 r,63 r,64 r,65 r,66 r,67 r,68 r,69 r,70 r,71 r,72 r,73 r,74 r,75 r,76 r,77 r,78 r,79 r,80 r,81 r,82 r,83 r,84 r,85 r,86 r,87 r,88 r,89 r,90 r,91 r,92 r,93 r,94 r,95 r,96 r,1 Type 1,2 Type 1,3 Type 1,4 Type 1,5 Type 1,6 Type 1,7 Type 1,8 Type 1,9 Type 1,10 Type 1,11 Type 1,12 Type 1,13 Type 1,14 Type 1,15 Type 1,16 Type 1,17 Type 1,18 Type 1,19 Type 1,20 Type 1,21 Type 1,22 Type 1,23 Type 1,24 Type 1,25 Type 1,26 Type 1,27 Type 1,28 Type 1,29 Type 1,30 Type 1,31 Type 1,32 Type 1,33 Type 1,34 Type 1,35 Type 1,36 Type 1,37 Type 1,38 Type 1,39 Type 1,40 Type 1,41 Type 1,42 Type 1,43 Type 1,44 Type 1,45 Type 1,46 Type 1,47 Type 1,48 Type 1,49 Type 1,50 Type 1,51 Type 1,52 Type 1,53 Type 1,54 Type 1,55 Type 1,56 Type 1,57 Type 1,58 Type 1,59 Type 1,60 Type 1,61 Type 1,62 Type 1,63 Type 1,64 Type 1,65 Type 1,66 Type 1,67 Type 1,68 Type 1,69 Type 1,70 Type 1,71 Type 1,72 Type 1,73 Type 1,74 Type 1,75 Type 1,76 Type 1,77 Type 1,78 Type 1,79 Type 1,80 Type 1,81 Type 1,82 Type 1,83 Type 1,84 Type 1,85 Type 1,86 Type 1,87 Type 1,88 Type 1,89 Type 1,90 Type 1,91 Type 1,92 Type 1,93 Type 1,94 Type 1,95 Type 1,96 Type 1,1 Type 2,2 Type 2,3 Type 2,4 Type 2,5 Type 2,6 Type 2,7 Type 2,8 Type 2,9 Type 2,10 Type 2,11 Type 2,12 Type 2,13 Type 2,14 Type 2,15 Type 2,16 Type 2,17 Type 2,18 Type 2,19 Type 2,20 Type 2,21 Type 2,22 Type 2,23 Type 2,24 Type 2,25 Type 2,26 Type 2,27 Type 2,28 Type 2,29 Type 2,30 Type 2,31 Type 2,32 Type 2,33 Type 2,34 Type 2,35 Type 2,36 Type 2,37 Type 2,38 Type 2,39 Type 2,40 Type 2,41 Type 2,42 Type 2,43 Type 2,44 Type 2,45 Type 2,46 Type 2,47 Type 2,48 Type 2,49 Type 2,50 Type 2,51 Type 2,52 Type 2,53 Type 2,54 Type 2,55 Type 2,56 Type 2,57 Type 2,58 Type 2,59 Type 2,60 Type 2,61 Type 2,62 Type 2,63 Type 2,64 Type 2,65 Type 2,66 Type 2,67 Type 2,68 Type 2,69 Type 2,70 Type 2,71 Type 2,72 Type 2,73 Type 2,74 Type 2,75 Type 2,76 Type 2,77 Type 2,78 Type 2,79 Type 2,80 Type 2,81 Type 2,82 Type 2,83 Type 2,84 Type 2,85 Type 2,86 Type 2,87 Type 2,88 Type 2,89 Type 2,90 Type 2,91 Type 2,92 Type 2,93 Type 2,94 Type 2,95 Type 2,96 Type 2
30,0,0,50,50,0,-3.478145493,186.36473,133.86687,137.30561,136.56112,185.9881,185.2896,56.43177,60.87504,61.0244,45.660164,38.2366094,41.9483867,152.5677367,70.92187792,120.7372221,157.6476584,95.73033512,129.5602037,115.2797952,0.374067089,2.903259615,2.857388712,2.893497643,2.851677968,2.895099475,2.839780209,2.839780209,2.892385554,2.892385554,2.878330561,2.878330561,2.876143381,2.876143381,2.825407464,2.873970863,2.881272597,2.917231277,2.832926986,2.832926986,2.879707907,2.879707907,2.833257394,2.833257394,2.881855864,2.881855864,2.847330725,2.810433634,2.855707709,2.855707709,2.840063923,2.840063923,2.844014909,2.844014909,2.836010158,2.836010158,2.876095358,2.860932886,2.845845343,2.845845343,2.883372079,2.883372079,2.877159662,2.877159662,2.842145595,2.842145595,2.839693958,2.880491393,2.831446397,2.831446397,2.845489199,2.845489199,2.868825156,2.868825156,2.831702388,2.831702388,2.865062926,2.907477994,2.826239644,2.826239644,2.844668666,2.844668666,2.885597914,2.885597914,2.876334907,2.876334907,2.874928228,2.874928228,2.850704686,2.850704686,2.837887181,2.837887181,2.839827296,2.839827296,2.857260695,2.87832576,2.851032623,2.872143366,2.873195908,2.89414499,2.872868264,2.893819718,2.860933337,2.844744261,2.881621573,2.852880687,2.910192423,2.866593828,2.92855685,2.899226551,2.809959327,2.854252778,2.844796258,2.874893499,2.830408929,2.850807037,2.869485106,2.903259615,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,2,2,3,2,3,3,2,2,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,2,3,2,2,2,2,2
31,0,0,50,50,0,-3.466814063,183.17515,136.6277,135.56071,143.37824,179.37655,179.3498,55.8789,61.0472,57.80924,43.36939133,33.63808614,38.50373874,152.5594222,59.15023355,110.2445681,154.8238244,83.43958384,120.3212984,106.5475423,0.383599954,2.878029455,2.823819364,2.889616933,2.838174244,2.896436592,2.845356965,2.845356965,2.894569255,2.894569255,2.856702862,2.856702862,2.84840776,2.84840776,2.833178713,2.894522555,2.781093618,2.857435004,2.817866718,2.817866718,2.874540431,2.874540431,2.864861008,2.864861008,2.832110433,2.853486868,2.866791029,2.862735322,2.867715341,2.867715341,2.820028782,2.820028782,2.81927781,2.81927781,2.895415334,2.895415334,2.877099311,2.887390373,2.875213201,2.875213201,2.896983917,2.896983917,2.896533298,2.896533298,2.878405662,2.878405662,2.872604614,2.893275514,2.885067236,2.885067236,2.857174762,2.857174762,2.882665157,2.882665157,2.87508619,2.87508619,2.835289149,2.842891334,2.888183663,2.888183663,2.830544488,2.830544488,2.861622471,2.861622471,2.858674623,2.879853885,2.837027137,2.837027137,2.864888522,2.864888522,2.841339339,2.841339339,2.802869254,2.824467003,2.854105817,2.854105817,2.857111538,2.857111538,2.915362245,2.915362245,2.873033707,2.851803794,2.83636154,2.807185535,2.804136393,2.800007138,2.904368876,2.887045908,2.886911308,2.847042652,2.861613069,2.936020252,2.842009292,2.90745393,2.836387261,2.813677519,2.907202751,2.878029455,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,2,2,2,2,2,2,3,2,3,2,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,3
32,0,0,50,50,0,-3.472642422,188.58839,135.8261,134.51188,134.69202,186.81744,187.8456,57.32872,60.97538,61.33189,46.47529333,39.67534106,43.0753172,152.5901589,74.77201259,123.9365883,158.7252775,99.58468446,132.3754012,118.1118544,0.370992276,2.896641518,2.836664766,2.838614249,2.863439417,2.870318084,2.82409608,2.82409608,2.818259909,2.818259909,2.854765521,2.854765521,2.886818447,2.886818447,2.900308021,2.898732026,2.896768921,2.909643634,2.902120839,2.902120839,2.89440603,2.89440603,2.870783673,2.870783673,2.847840468,2.868998542,2.843805795,2.901320075,2.845411496,2.845411496,2.853852974,2.853852974,2.894062237,2.894062237,2.838369958,2.838369958,2.789536214,2.866631231,2.861294639,2.861294639,2.82222494,2.82222494,2.867986385,2.867986385,2.83678262,2.83678262,2.869792174,2.824277134,2.825700418,2.825700418,2.842736079,2.842736079,2.81836979,2.81836979,2.865586279,2.865586279,2.909846413,2.847406984,2.852940135,2.852940135,2.914304146,2.914304146,2.86331476,2.86331476,2.839922764,2.861139389,2.879700302,2.879700302,2.869420083,2.869420083,2.837688058,2.837688058,2.900684642,2.879759381,2.887188729,2.887188729,2.847537806,2.847537806,2.825514704,2.825514704,2.87446576,2.895429279,2.839211624,2.90966881,2.863272468,2.930902957,2.816041629,2.893241878,2.846150018,2.91252377,2.814685622,2.811047664,2.89641241,2.852381178,2.843710914,2.912097464,2.830760721,2.896641518,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,2,2,2,2,3,2,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,2,3,3,3,3,3
33,0,0,50,50,0,-3.467456923,181.76822,134.9164,139.82057,137.54094,183.82429,181.17905,54.47578,63.83413,61.33539,44.89530333,35.6810231,40.28816322,152.3697089,63.70787117,115.4074048,158.2013684,88.65210943,125.2628602,111.0747132,0.378503068,2.87389225,2.837418945,2.85036188,2.960217593,2.957022973,2.87812373,2.87812373,2.871171003,2.871171003,2.842848535,2.842848535,2.928496409,2.928496409,2.888976145,2.889904051,2.857277129,2.877213392,2.840846865,2.840846865,2.830672061,2.830672061,2.871499621,2.871499621,2.889656015,2.868701028,2.850847576,2.865615988,2.848254039,2.848254039,2.865170386,2.865170386,2.874931281,2.874931281,2.821351507,2.821351507,2.794339723,2.838148585,2.865928966,2.865928966,2.832083319,2.832083319,2.848256635,2.848256635,2.815778528,2.815778528,2.918149723,2.886862148,2.814818092,2.814818092,2.867305841,2.867305841,2.841450526,2.841450526,2.852538528,2.852538528,2.854170835,2.799658097,2.835093558,2.835093558,2.869511762,2.869511762,2.842230428,2.842230428,2.862577438,2.841422758,2.89386866,2.89386866,2.87504943,2.87504943,2.896847224,2.896847224,2.84240138,2.821095409,2.908396155,2.908396155,2.84878963,2.84878963,2.873098504,2.873098504,2.808665307,2.830064859,2.908201467,2.857610882,2.946496058,2.900097769,2.872777218,2.837943195,2.934321275,2.872544896,2.829888296,2.8212871,2.847233324,2.814802033,2.884373383,2.885201948,2.840237117,2.87389225,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2,2,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,3,3,2,2,3,3,2,2,3,2,3,2,3,2,3,2,3
34,0,0,50,50,0,-3.468793472,185.61251,134.65876,135.70988,140.29011,183.29046,182.2325,57.8164,64.4003,60.06532,45.82151867,36.85252238,41.33702052,152.4947744,66.24321181,118.4388248,160.6268912,91.59752688,128.2350854,113.7343405,0.375695915,2.889932866,2.906751226,2.918711447,2.849786738,2.843286739,2.841253762,2.841253762,2.86762549,2.86762549,2.880931075,2.880931075,2.862517734,2.862517734,2.86371361,2.857125187,2.882093244,2.901662473,2.849185546,2.849185546,2.866480411,2.866480411,2.873308952,2.873308952,2.867119359,2.867119359,2.873311157,2.8030875,2.901745804,2.901745804,2.865116509,2.865116509,2.818232387,2.818232387,2.855505467,2.855505467,2.920412991,2.870249936,2.86583185,2.86583185,2.898158219,2.898158219,2.843546451,2.843546451,2.862776508,2.862776508,2.79103573,2.855945574,2.861844082,2.861844082,2.830998314,2.830998314,2.878008724,2.878008724,2.834503533,2.834503533,2.85542874,2.897894066,2.84714063,2.868281222,2.832314654,2.853565085,2.862247429,2.883277258,2.831239997,2.852498435,2.85521793,2.85521793,2.828392409,2.828392409,2.814010367,2.814010367,2.841624504,2.841624504,2.856796729,2.856796729,2.854930303,2.854930303,2.855087322,2.855087322,2.914623646,2.914623646,2.885990715,2.882807873,2.82725373,2.834974317,2.89703183,2.895795506,2.902418355,2.906483086,2.843900925,2.883902277,2.874928444,2.870372596,2.820544394,2.803198246,2.870506035,2.889932866,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,3,3,2,2,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3,2,2,3,2,2,2,3,3,2,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,3,3,2,2,3,3,2,3,2,3,2,3,2,3,2
35,0,0,50,50,0,-3.466893603,183.42127,136.76772,134.4532,142.24879,180.28278,180.60256,57.57898,63.62937,57.23426,44.410982,34.76563498,39.58830849,152.36067,61.44958328,113.2710736,157.5629112,86.22750878,123.3569951,109.29848,0.380438874,2.812946772,2.94372322,2.845543086,2.904913644,2.802573867,2.920109378,2.920109378,2.82907991,2.82907991,2.893240574,2.893240574,2.844927803,2.844927803,2.901525098,2.840084189,2.873198567,2.801342852,2.865447996,2.865447996,2.812292951,2.812292951,2.87035569,2.87035569,2.843539917,2.843539917,2.893080528,2.87729288,2.892430451,2.892430451,2.902799227,2.902799227,2.885961121,2.885961121,2.878275809,2.878275809,2.873058131,2.855367851,2.884476969,2.884476969,2.826885397,2.826885397,2.811231469,2.811231469,2.898719047,2.898719047,2.865667039,2.854862849,2.873405477,2.873405477,2.872109806,2.872109806,2.84422837,2.84422837,2.850470777,2.850470777,2.846568559,2.827763059,2.88823665,2.88823665,2.870434401,2.870434401,2.839319555,2.839319555,2.859664225,2.859664225,2.852361881,2.852361881,2.838709506,2.838709506,2.889267252,2.889267252,2.871053874,2.871053874,2.826424265,2.847801612,2.831019099,2.852362011,2.836829188,2.858128714,2.807810021,2.829328015,2.945449578,2.894046794,2.883657843,2.841025432,2.870579836,2.820668521,2.83741352,2.791424751,2.914765392,2.852206828,2.926867812,2.864571536,2.866864306,2.87505485,2.810555811,2.812946772,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,2,3,3,2,3,2,3,2,2,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,2,2,3,3,2,2,2,2,3,3,3,3
36,0,0,50,50,0,-3.463290804,181.94888,138.42236,138.83847,134.37769,183.72516,182.46115,56.56472,58.56299,63.72377,44.870074,36.01674987,40.44341193,152.3791367,64.68818854,116.0688734,157.8654532,89.60119523,125.7528463,111.4685038,0.378079871,2.791209875,2.930198554,2.853702879,2.886754979,2.807916581,2.879353876,2.879353876,2.849689559,2.849689559,2.860302162,2.860302162,2.812349761,2.812349761,2.908900369,2.840066124,2.85824269,2.788701619,2.876595413,2.876595413,2.842625887,2.842625887,2.881087916,2.881087916,2.823476255,2.823476255,2.900782329,2.875645423,2.892979857,2.892979857,2.880476826,2.880476826,2.855905298,2.855905298,2.858625591,2.858625591,2.942706584,2.902289799,2.855052325,2.855052325,2.863289991,2.863289991,2.849198669,2.849198669,2.934843688,2.934843688,2.839884053,2.864308711,2.909926132,2.909926132,2.872074026,2.872074026,2.879002052,2.879002052,2.839811397,2.839811397,2.82062969,2.866251186,2.876825859,2.876825859,2.859334714,2.859334714,2.838312609,2.838312609,2.840514816,2.840514816,2.842795807,2.842795807,2.827529463,2.827529463,2.894201867,2.894201867,2.860110661,2.860110661,2.786427768,2.808038355,2.825481395,2.846795534,2.841838727,2.863031095,2.83170945,2.852977061,2.882621401,2.897818083,2.842784233,2.845500313,2.87523077,2.888293126,2.804503535,2.81724629,2.919715625,2.943815369,2.875591018,2.896991883,2.89441915,2.8674662,2.843719757,2.791209875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,3,2,2,3,3,2,2,3,3,2,2,2,3,2,2,3,3,2,2,3,3,2,3,2,2,2,2,2,2,3,3,2,3,3,3,2,2,2,2,2,2,2,3,2,2,3,3,2,2,3,3,2,3,2,2,3,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,2,2,3,3,3,2,3,2,3,3,3,3
37,0,0,50,50,0,-3.4729727,185.43097,133.66211,138.38525,136.29922,187.07948,183.29231,57.18325,63.51965,65.58438,47.087868,38.35659162,42.72222981,152.4995467,69.56603505,122.2490596,163.5300062,95.38456399,131.9362643,117.2203913,0.371889902,2.877405996,2.85995824,2.8402954,2.889835786,2.909635864,2.856882359,2.856882359,2.855660859,2.855660859,2.861487338,2.861487338,2.909722703,2.909722703,2.919822812,2.935955025,2.879741588,2.857977758,2.865769232,2.865769232,2.86292068,2.86292068,2.890141817,2.890141817,2.856992818,2.83576474,2.794758141,2.864188166,2.87688227,2.87688227,2.833218931,2.833218931,2.867496391,2.867496391,2.832456806,2.832456806,2.826965678,2.919604548,2.876313016,2.876313016,2.844812235,2.844812235,2.895661976,2.895661976,2.834057585,2.834057585,2.847736675,2.883059933,2.818380686,2.818380686,2.826699769,2.826699769,2.868005433,2.868005433,2.836970153,2.836970153,2.806682547,2.857281147,2.863849786,2.863849786,2.850310157,2.850310157,2.896787389,2.896787389,2.815305126,2.836686316,2.872232176,2.872232176,2.844398318,2.844398318,2.84422155,2.84422155,2.84745786,2.868599408,2.874460936,2.874460936,2.841411065,2.841411065,2.871731377,2.871731377,2.877753502,2.856679702,2.871593062,2.88311441,2.896013576,2.865608261,2.900798654,2.8911003,2.90435285,2.89577635,2.818829769,2.841441755,2.852829195,2.873571228,2.8074946,2.874837429,2.838262907,2.877405996,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,2,2,2,3,3,3,3,2,2,3,2,3,2,2,2,3,3,2,2,3,3,3,2,2,2,3,3,2,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2,2,3,3,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,2,2,3,3,2,2,3,3,3,3,3,2,3,2,3
38,0,0,50,50,0,-3.459052686,184.91841,137.36222,135.12238,137.6759,182.87195,183.63248,55.21254,62.2844,56.93881,44.30463933,36.53513781,40.41988857,152.4159822,67.04007889,116.459192,154.3976717,91.40150769,125.4231314,111.4111245,0.378172089,2.961849391,2.796837104,2.823797928,2.823798785,2.796837193,2.828108194,2.828108194,2.828108196,2.828108196,2.840331718,2.840331718,2.840331723,2.840331723,2.892073233,2.879420165,2.879419771,2.89207363,2.885307022,2.885307022,2.885307027,2.885307027,2.845199527,2.845199527,2.845199531,2.845199531,2.841772244,2.936680596,2.850264402,2.850264402,2.825849119,2.825849119,2.92110856,2.92110856,2.900208735,2.900208735,2.854535641,2.908351844,2.838979315,2.838979315,2.812579205,2.812579205,2.867867591,2.867867591,2.863789629,2.863789629,2.854535165,2.841771763,2.875891673,2.896862012,2.799048596,2.8205903,2.799049299,2.820590999,2.875891673,2.896862012,2.908351844,2.936680596,2.881403431,2.881403431,2.904190758,2.904190758,2.904190039,2.904190039,2.881403439,2.881403439,2.838980019,2.838980019,2.863789639,2.863789639,2.812579207,2.812579207,2.86786688,2.86786688,2.850265114,2.850265114,2.900208735,2.900208735,2.825849119,2.825849119,2.921109283,2.921109283,2.840705004,2.903001521,2.789041579,2.851296864,2.789041725,2.851296487,2.840705632,2.90300254,2.874597212,2.811717748,2.961849391,2.901389837,2.811717542,2.901389837,2.874598381,2.961849391,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,2,2,2,2,3,2,3,3,3,3,2,2,2,2,3,2,3,3,3,3,2,2,2,2,3,2,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2
39,0,0,50,50,0,-3.468893956,188.27845,133.56683,134.96193,136.71736,187.26039,185.95341,57.36043,60.33339,65.77214,47.10960067,39.62265851,43.36612959,152.4427211,73.75403923,124.419618,161.3710825,99.10135372,133.2975148,118.8303083,0.370082014,2.823020656,2.925137549,2.909644465,2.843958136,2.87106735,2.885121399,2.885121399,2.878280704,2.878280704,2.872279058,2.872279058,2.836788932,2.836788932,2.802252209,2.845988056,2.87106728,2.868335578,2.860590736,2.860590736,2.833661352,2.833661352,2.841667226,2.841667226,2.863379353,2.863379353,2.975575936,2.872378228,2.829605889,2.829605889,2.926267349,2.926267349,2.84372483,2.84372483,2.867328571,2.867328571,2.872416757,2.785473309,2.852604936,2.873686121,2.856655366,2.877706879,2.810613426,2.832007209,2.826807436,2.848079577,2.925138271,2.802251428,2.867327858,2.867327858,2.926267341,2.926267341,2.843724113,2.843724113,2.829606591,2.829606591,2.909604456,2.845948515,2.837423786,2.837423786,2.867161206,2.867161206,2.821291422,2.821291422,2.863124927,2.863124927,2.836789633,2.836789633,2.87227834,2.87227834,2.885122103,2.885122103,2.878280705,2.878280705,2.863379353,2.863379353,2.84166652,2.84166652,2.860590032,2.860590032,2.833661352,2.833661352,2.89628568,2.88205152,2.909077657,2.876973432,2.880036082,2.82302137,2.876971947,2.835142986,2.919486251,2.852140947,2.852141727,2.840934068,2.89628568,2.880036017,2.882050878,2.823020656,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,3,3,2,3,2,3,3,3,2,2,2,2,3,3,2,3,2,3,3,3,2,2,3,3,2,2,2,3,3,3,2,2,3,3,2,2,2,3,2,2,2,2,3,3,3,3,2,3,2,2,2,2,3,3,3,3,2,3,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,3,3,3,3,2,2,2,3,3,2,2,3,3,2,2,3,2,3,3,2,3,2
40,0,0,50,50,0,-3.480337096,187.8165,132.85335,137.47861,134.09048,190.02675,187.01565,59.06657,60.25063,68.95591,48.350386,40.59132013,44.47085306,152.6337533,75.45511732,127.199637,164.8920706,101.3513227,136.2590903,121.6026475,0.367217392,2.889845638,2.814131119,2.927271322,2.814131119,2.927271322,2.827305826,2.827305826,2.899909958,2.899909958,2.852281292,2.852281292,2.852281292,2.852281292,2.83513482,2.902375843,2.83513482,2.902375843,2.848321707,2.848321707,2.886376008,2.886376008,2.850765477,2.850765477,2.850765477,2.850765477,2.875031958,2.869594211,2.839313755,2.839313755,2.853136873,2.853136873,2.841900585,2.841900585,2.86794905,2.86794905,2.853656371,2.855416308,2.874406594,2.874406594,2.879689543,2.879689543,2.887310885,2.887310885,2.843641214,2.82228226,2.875031958,2.853656371,2.855154712,2.855154712,2.855946352,2.855946352,2.884818547,2.863766724,2.855154712,2.855154712,2.869594211,2.855416308,2.856490972,2.856490972,2.857688504,2.857688504,2.884025057,2.8629674,2.856490972,2.856490972,2.839313755,2.839313755,2.86794905,2.86794905,2.853136873,2.853136873,2.841900585,2.841900585,2.874406594,2.874406594,2.82228226,2.843641214,2.879689543,2.879689543,2.887310885,2.887310885,2.852645699,2.840227709,2.852645699,2.840227709,2.873398646,2.891234833,2.873398646,2.891234833,2.852198596,2.8835184,2.849464285,2.889845638,2.852198596,2.849464285,2.8835184,2.889845638,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,3,2,2,2,2,3,3,3,2,3,2,3,3,2,2,3,3,3,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,2,2,3,3,3,2,3,3,2,2,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,3,3,3,3,2,2,3,2,3,2,3,2,3,2,2,3,2,3,3,2,3,2
