Structure,percent_cu,percent_ni,percent_au,percent_pd,percent_pt,Cohesive_energy,c11,c12,c13,c23,c22,c33,c44,c55,c66,G_V,G_R,G,B,E_100,E_110,E_111,E_113,E_331,E_VRH,nu,avg_r,1 r,2 r,3 r,4 r,5 r,6 r,7 r,8 r,9 r,10 r,11 r,12 r,13 r,14 r,15 r,16 r,17 r,18 r,19 r,20 r,21 r,22 r,23 r,24 r,25 r,26 r,27 r,28 r,29 r,30 r,31 r,32 r,33 r,34 r,35 r,36 r,37 r,38 r,39 r,40 r,41 r,42 r,43 r,44 r,45 r,46 r,47 r,48 r,49 r,50 r,51 r,52 r,53 r,54 r,55 r,56 r,57 r,58 r,59 r,60 r,61 r,62 r,63 r,64 r,65 r,66 r,67 r,68 r,69 r,70 r,71 r,72 r,73 r,74 r,75 r,76 r,77 r,78 r,79 r,80 r,81 r,82 r,83 r,84 r,85 r,86 r,87 r,88 r,89 r,90 r,91 r,92 r,93 r,94 r,95 r,96 r,1 Type 1,2 Type 1,3 Type 1,4 Type 1,5 Type 1,6 Type 1,7 Type 1,8 Type 1,9 Type 1,10 Type 1,11 Type 1,12 Type 1,13 Type 1,14 Type 1,15 Type 1,16 Type 1,17 Type 1,18 Type 1,19 Type 1,20 Type 1,21 Type 1,22 Type 1,23 Type 1,24 Type 1,25 Type 1,26 Type 1,27 Type 1,28 Type 1,29 Type 1,30 Type 1,31 Type 1,32 Type 1,33 Type 1,34 Type 1,35 Type 1,36 Type 1,37 Type 1,38 Type 1,39 Type 1,40 Type 1,41 Type 1,42 Type 1,43 Type 1,44 Type 1,45 Type 1,46 Type 1,47 Type 1,48 Type 1,49 Type 1,50 Type 1,51 Type 1,52 Type 1,53 Type 1,54 Type 1,55 Type 1,56 Type 1,57 Type 1,58 Type 1,59 Type 1,60 Type 1,61 Type 1,62 Type 1,63 Type 1,64 Type 1,65 Type 1,66 Type 1,67 Type 1,68 Type 1,69 Type 1,70 Type 1,71 Type 1,72 Type 1,73 Type 1,74 Type 1,75 Type 1,76 Type 1,77 Type 1,78 Type 1,79 Type 1,80 Type 1,81 Type 1,82 Type 1,83 Type 1,84 Type 1,85 Type 1,86 Type 1,87 Type 1,88 Type 1,89 Type 1,90 Type 1,91 Type 1,92 Type 1,93 Type 1,94 Type 1,95 Type 1,96 Type 1,1 Type 2,2 Type 2,3 Type 2,4 Type 2,5 Type 2,6 Type 2,7 Type 2,8 Type 2,9 Type 2,10 Type 2,11 Type 2,12 Type 2,13 Type 2,14 Type 2,15 Type 2,16 Type 2,17 Type 2,18 Type 2,19 Type 2,20 Type 2,21 Type 2,22 Type 2,23 Type 2,24 Type 2,25 Type 2,26 Type 2,27 Type 2,28 Type 2,29 Type 2,30 Type 2,31 Type 2,32 Type 2,33 Type 2,34 Type 2,35 Type 2,36 Type 2,37 Type 2,38 Type 2,39 Type 2,40 Type 2,41 Type 2,42 Type 2,43 Type 2,44 Type 2,45 Type 2,46 Type 2,47 Type 2,48 Type 2,49 Type 2,50 Type 2,51 Type 2,52 Type 2,53 Type 2,54 Type 2,55 Type 2,56 Type 2,57 Type 2,58 Type 2,59 Type 2,60 Type 2,61 Type 2,62 Type 2,63 Type 2,64 Type 2,65 Type 2,66 Type 2,67 Type 2,68 Type 2,69 Type 2,70 Type 2,71 Type 2,72 Type 2,73 Type 2,74 Type 2,75 Type 2,76 Type 2,77 Type 2,78 Type 2,79 Type 2,80 Type 2,81 Type 2,82 Type 2,83 Type 2,84 Type 2,85 Type 2,86 Type 2,87 Type 2,88 Type 2,89 Type 2,90 Type 2,91 Type 2,92 Type 2,93 Type 2,94 Type 2,95 Type 2,96 Type 2
30,62.5,0,37.5,0,0,-3.340510501,182.06355,121.10811,120.40604,118.61637,172.25077,176.14622,54.63365,58.20961,58.74546,45.67307867,40.6256273,43.14935298,138.9690644,79.60571489,123.210279,150.7317148,102.3586737,130.1205391,117.3069427,0.359312882,2.616410318,2.973672479,2.854993718,2.688016144,2.567918406,2.714260206,2.714260206,2.56430989,2.56430989,2.792954689,2.792954689,2.6873106,2.6873106,2.798310992,2.626795444,3.044390969,2.773472246,2.945911457,2.945911457,2.642681888,2.642681888,2.751706345,2.751706345,2.84292321,2.84292321,2.912999045,2.728942356,2.857599711,2.857599711,2.891276762,2.891276762,2.754098338,2.754098338,2.794997386,2.794997386,2.65375911,2.547456718,2.87731216,2.87731216,2.623572619,2.623572619,2.587809494,2.587809494,2.655682514,2.655682514,2.671234054,2.524568521,2.787966811,2.787966811,2.736128934,2.736128934,2.616906422,2.616906422,2.662640485,2.662640485,2.922110657,2.717158636,2.645913756,2.645913756,2.84323736,2.84323736,2.654803485,2.654803485,2.692385719,2.692385719,2.648619811,2.648619811,2.64353012,2.64353012,2.705064072,2.705064072,2.896685682,2.896685682,2.70749501,2.728522591,2.675099441,2.696379669,2.549432777,2.571753057,2.679890365,2.701132849,2.875418686,3.093873689,2.678629719,2.881851108,2.617372301,2.842529145,2.574438901,2.729108118,2.895309742,2.638587199,2.908877224,2.604103316,2.688089362,2.764955054,2.609352116,2.616410318,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,0,0,2,2,0,0,2,0,0,0,2,2,0,0,2,2,0,0,2,0,0,0,2,2,0,0,0,0,2,2,0,0,2,2,2,2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,2,2,0,0,2,2,0,2,0,0,2,0,2
31,62.5,0,37.5,0,0,-3.356036208,178.55856,122.20677,126.40423,125.41858,175.81331,157.06412,53.11388,56.77389,60.90697,43.31937533,34.70694698,39.01316116,139.9439056,62.50873196,111.0830105,149.9149834,86.17788899,120.1339186,107.0882332,0.372462907,2.82126084,2.818423818,2.543750037,2.94223898,2.68154937,2.75841062,2.75841062,2.604895442,2.604895442,2.642887844,2.642887844,2.735316977,2.735316977,3.080746146,2.69832369,2.897044969,2.618150233,2.812993185,2.812993185,2.647469859,2.647469859,2.693307774,2.693307774,2.697579316,2.697579316,2.587270235,2.738546728,2.834047865,2.834047865,2.676685458,2.676685458,2.868734597,2.868734597,2.658253131,2.658253131,2.805126671,2.940910383,2.631441829,2.631441829,2.585001143,2.585001143,2.707838921,2.707838921,2.738124424,2.738124424,2.708496936,2.815052537,2.751043367,2.751043367,2.685137748,2.685137748,2.673154779,2.673154779,2.70523375,2.70523375,2.673583597,2.87256412,2.748707786,2.748707786,2.685840949,2.685840949,2.777744718,2.777744718,2.697615286,2.697615286,2.751846246,2.751846246,2.596609956,2.596609956,2.723146786,2.723146786,2.719948449,2.719948449,2.646901186,2.667932774,2.79788873,2.817793596,2.676010519,2.696815103,2.682864393,2.703616236,2.807599604,2.831018296,2.745231163,2.804072068,2.649970601,2.709518301,2.729117796,2.803041276,2.900891114,2.669483485,2.934251647,2.74953758,2.727875686,2.752874636,2.781672552,2.82126084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,0,2,2,0,0,0,0,2,2,2,0,0,0,2,2,0,0,2,2,2,2,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2,2,0,0,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,2,0,2,2,2,0,2,0,2,2,2,2,2
32,62.5,0,37.5,0,0,-3.363316979,182.09416,118.67778,121.18211,121.22385,182.18411,184.56054,54.12556,57.42305,57.42336,46.31139867,42.64864525,44.48002196,141.2229211,87.39478114,126.6970081,149.0383006,108.5434262,132.4729068,120.7615815,0.357481136,2.650121607,2.777348389,2.710107075,2.850684978,2.760376922,2.788989519,2.788989519,2.71090405,2.71090405,2.791443351,2.791443351,2.842752578,2.842752578,2.735468759,2.670743692,2.777340087,2.733222751,2.74141049,2.74141049,2.684293221,2.684293221,2.700648575,2.700648575,2.740604783,2.740604783,2.733206098,2.670727495,2.741329561,2.741329561,2.740627376,2.740627376,2.700658024,2.700658024,2.684314028,2.684314028,2.656869893,2.602983109,2.724195446,2.724195446,2.77131841,2.77131841,2.715758143,2.715758143,2.662725047,2.662725047,2.760311901,2.675985353,2.631375939,2.631375939,2.807638125,2.807638125,2.731961415,2.731961415,2.667605502,2.667605502,2.710110789,2.656896875,2.715761242,2.715761242,2.724153887,2.724153887,2.662764632,2.662764632,2.771315877,2.771315877,2.78897397,2.78897397,2.710949826,2.710949826,2.842753595,2.842753595,2.791432013,2.791432013,2.797318048,2.818058119,2.721266134,2.742581388,2.656736451,2.678565263,2.620343232,2.642472697,2.793292703,2.656454536,2.91742548,2.793334375,2.794876345,2.662459297,2.780822104,2.639533399,2.639510353,2.650118812,2.662468093,2.659572869,2.780834991,2.794863398,2.628760475,2.650121607,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,0,0,2,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,2,0,2,2,0,0,0,0,2,2,2,0,2,2,0,0,0,0,2,2,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2
33,62.5,0,37.5,0,0,-3.360190042,173.51775,120.65976,125.25542,118.17032,187.08566,177.85524,52.56228,55.70821,64.20031,46.11903667,40.7301578,43.42459724,140.7366278,80.05817158,123.5429633,150.856236,102.7808692,130.4105691,118.1245906,0.360111528,2.811785626,2.672290711,2.718830014,2.704151216,2.797090528,2.775446451,2.775446451,2.828234904,2.828234904,2.693474709,2.693474709,2.727168556,2.727168556,2.586737914,2.660992186,2.646252741,2.705471204,2.653352047,2.653352047,2.713109065,2.713109065,2.607129522,2.607129522,2.710550416,2.689219451,2.767295208,2.648298477,2.618848013,2.618848013,2.684723983,2.684723983,2.672925993,2.672925993,2.734182311,2.734182311,2.802216754,2.763578509,2.655797408,2.655797408,2.83983555,2.83983555,2.77340142,2.77340142,2.738141889,2.738141889,2.818083851,2.888642745,2.696234596,2.696234596,2.717699225,2.717699225,2.776099762,2.776099762,2.715189858,2.715189858,2.771020763,2.812711331,2.706328125,2.706328125,2.688837698,2.688837698,2.785800138,2.785800138,2.830279753,2.809857858,2.688730279,2.688730279,2.79085473,2.79085473,2.795199419,2.795199419,2.679103667,2.700514536,2.67275714,2.67275714,2.765496706,2.765496706,2.798478928,2.798478928,2.698068326,2.676637889,2.667186239,2.531193832,2.850594952,2.654672862,2.869746557,2.65875297,2.79982826,2.636744698,2.633388249,2.816703232,2.723559367,2.809511117,2.766779673,2.79022296,2.732657388,2.811785626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0
34,62.5,0,37.5,0,0,-3.354080431,175.09715,122.63931,125.6024,121.47599,178.32164,166.54155,51.95895,54.17527,63.26401,43.895822,37.2322379,40.56402995,139.93286,70.13453013,116.0095404,148.3561324,93.31073352,123.8646549,110.9694085,0.367830176,2.668746256,2.68680881,2.776914635,2.745951327,2.698315443,2.737719941,2.737719941,2.691849897,2.691849897,2.718341146,2.718341146,2.734366207,2.734366207,2.790312368,2.821489571,2.726591933,2.807704867,2.774594554,2.774594554,2.704419974,2.704419974,2.675024558,2.675024558,2.701650183,2.701650183,2.84199152,2.853063428,2.646411738,2.646411738,2.695172748,2.695172748,2.720079224,2.720079224,2.699277236,2.699277236,2.636373915,2.69162482,2.793493667,2.793493667,2.694000923,2.694000923,2.807390158,2.807390158,2.683058749,2.683058749,2.774702174,2.592960323,2.750253822,2.750253822,2.689392012,2.689392012,2.626825455,2.626825455,2.654508003,2.654508003,2.820093223,2.721762152,2.769848009,2.769848009,2.838927971,2.838927971,2.762056081,2.762056081,2.719299745,2.719299745,2.700642168,2.700642168,2.814732565,2.814732565,2.784884109,2.784884109,2.848900553,2.848900553,2.736915502,2.757702498,2.624698943,2.646367537,2.608418281,2.630221004,2.65173645,2.67318589,2.724685506,2.639813706,2.824790077,2.909903804,2.734903329,2.766271298,2.710053433,2.619711628,2.601855418,2.730868877,2.783174142,2.936681589,2.774163776,3.004568317,2.556223688,2.668746256,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,2,0,0,0,0,2,0,2,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,2,0,2,0,2,0,2,2,0,2,0,0,2,0,2
35,62.5,0,37.5,0,0,-3.349838834,172.30733,122.64704,119.33908,120.61925,181.45605,180.88586,52.52141,58.74518,60.13663,45.75023533,40.73156707,43.2409012,139.9844422,80.18182294,123.3859526,150.3989583,102.7882039,130.187033,117.6126075,0.35996943,2.676114563,2.804523741,2.595871565,3.062430973,2.775314096,2.854196234,2.854195584,2.659628973,2.65962967,2.688292139,2.688292829,2.902028713,2.902028073,2.87545783,2.709063824,2.939997248,2.71330352,2.79655396,2.796553296,2.641885022,2.641885725,2.743092478,2.743093154,2.75598503,2.755984357,2.590596107,2.728036439,2.722694788,2.722695469,2.748770606,2.748769931,2.796968053,2.79696739,2.560238288,2.560239012,2.562208877,2.596230481,2.729793608,2.729794288,2.706063318,2.706064003,2.693997888,2.693998577,2.601220722,2.601221435,2.756591666,2.74288786,2.564346582,2.564347306,2.729895895,2.729895216,2.677453916,2.677454609,2.712118523,2.712117839,2.663559212,2.66892557,2.649754577,2.649755277,2.834687174,2.83468652,2.707197413,2.707198098,2.707875638,2.707874953,2.907787026,2.907786388,2.675831594,2.675830901,2.841467853,2.8414672,2.834807671,2.834807017,2.784744566,2.805353332,2.721476081,2.742560314,2.638538503,2.660280146,2.619725187,2.641621675,2.775870146,2.750354526,2.995110038,2.910474955,2.753242044,2.668450616,2.802784461,2.682291565,2.584376587,2.552709985,2.687835339,2.623052607,2.76928655,2.952922215,2.594959468,2.676114563,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,2,0,0,2,0,2,2,0,0,2,2,2,2,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,2,2,2,2,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,0,0,0,2,2,2,2
36,62.5,0,37.5,0,0,-3.355623956,182.18311,116.79016,118.59105,123.70702,183.75177,184.14419,58.32243,65.41022,61.82138,49.84352867,44.78239947,47.31296407,140.9172811,88.52887101,133.9329714,161.5514503,112.4789568,140.9412118,127.6524585,0.349021997,2.540956176,2.932013408,2.932014056,2.790388721,2.790389323,2.800453908,2.800453908,2.800454148,2.800454148,2.809284327,2.809284327,2.771485764,2.771485764,2.814042756,2.814043113,2.657110574,2.657110035,2.662597763,2.662597763,2.66259781,2.66259781,2.88646909,2.88646909,2.685067387,2.706531557,2.763336165,2.651764671,2.871015612,2.871015612,2.826787978,2.826787978,2.637459427,2.637459427,2.697186179,2.697186179,2.763336249,2.651764452,2.871016384,2.871016384,2.826787194,2.826787194,2.637459754,2.637459754,2.697185438,2.697185438,2.68798107,2.687981983,2.688305548,2.688305548,2.800055777,2.800055777,2.800056177,2.800056177,2.627133829,2.627133829,2.534234223,2.534234076,2.753391103,2.753391103,2.663528778,2.663528778,2.66352892,2.66352892,2.555387255,2.577931385,2.718525853,2.718525853,2.613167298,2.613167298,2.767770525,2.767770525,2.704322432,2.682840587,2.71852534,2.71852534,2.613167781,2.613167781,2.76777065,2.76777065,2.682840004,2.704321853,2.912459628,2.796217895,2.810708457,2.656809552,2.912459195,2.796218696,2.810707704,2.656809049,2.795474847,2.795473683,2.643165908,2.643165813,2.668907453,2.540956002,2.668907555,2.540956176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0
37,62.5,0,37.5,0,0,-3.352785273,179.07196,118.58999,118.9456,122.9609,185.41436,178.08916,51.90177,61.97826,60.9058,47.09576533,42.40534189,44.75055361,140.3964956,84.69695917,127.1607866,152.6761152,107.1769118,133.6576854,121.3576495,0.355934617,2.776535235,2.790730255,2.829490625,2.688575734,2.794432494,2.679252261,2.679252836,2.763821597,2.763821039,2.832291316,2.832290772,2.703420875,2.703421445,2.921487634,3.005950112,2.682227551,2.785623245,2.687736776,2.687737349,2.791015309,2.791014757,2.887884748,2.887884215,2.692146368,2.713330679,2.624647793,2.740452004,2.881994459,2.881993924,2.652840963,2.652841543,2.803933352,2.803932802,2.710814322,2.710813754,2.69194457,2.891515583,2.789864489,2.789863936,2.658952653,2.658952074,2.807175199,2.807175748,2.67251103,2.672510454,2.577986734,2.65617181,2.719534117,2.719533551,2.66677217,2.666772747,2.705528604,2.705528035,2.595491384,2.595491978,2.576915471,2.649299127,2.687954391,2.687953818,2.710307867,2.710308435,2.840162444,2.840161902,2.566527358,2.588739845,2.69078897,2.690789542,2.571889066,2.571889665,2.675763713,2.675764288,2.674976156,2.696295373,2.766745218,2.766745774,2.623182366,2.623182954,2.780745073,2.780744519,2.788142069,2.767530468,2.860199409,2.932817501,2.662540286,2.686640477,2.813153821,2.858334427,2.819277797,2.851109109,2.726762923,2.665284907,2.772061153,2.716963986,2.531031269,2.570293646,2.652017499,2.776535235,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
39,62.5,0,37.5,0,0,-3.355163403,181.80688,121.9678,124.9527,118.97714,175.37668,174.11023,53.19757,55.1106,59.51345,44.590734,39.53799925,42.06436663,140.34323,77.44836828,120.4622579,147.8299071,99.84031699,127.317877,114.7305627,0.363750033,2.674991482,2.832980976,2.694199158,2.874950256,2.808572454,2.83334191,2.83334191,2.733403265,2.733403265,2.665141109,2.665141109,2.689950263,2.689950263,2.70978071,2.650167083,2.764746885,2.607367399,2.663038552,2.663038552,2.629181667,2.629181667,2.763948734,2.763948734,2.842818377,2.822538331,2.678571554,2.67952749,2.775635036,2.775635036,2.794470527,2.794470527,2.722907351,2.722907351,2.741353798,2.741353798,2.799308849,2.786287632,2.711538581,2.711538581,2.68402401,2.68402401,2.660292839,2.660292839,2.760469466,2.760469466,2.775804578,2.937185202,2.784309376,2.784309376,2.723160782,2.723160782,2.78803834,2.78803834,2.802887999,2.802887999,2.572017269,2.670021789,2.687547821,2.687547821,2.625182486,2.625182486,2.720134417,2.720134417,2.647831551,2.669439196,2.739628419,2.739628419,2.681103089,2.681103089,2.775197769,2.775197769,2.585514604,2.607638676,2.722213368,2.722213368,2.74656732,2.74656732,2.853581584,2.853581584,2.650848484,2.629088052,2.814924036,2.798525975,2.74344921,2.65097436,2.682462909,2.698821014,2.770590383,2.797783439,2.938987744,2.797139255,2.677909409,2.621025852,2.784827064,2.570035324,2.829660478,2.674991482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,2,2,2,2,0,0,0,2,2,2,0,0,2,2,0,0,2,0,2,2,2,2,2,2,0,0,2,0,0,0,2,2,2,2,0,0,0,2,2,2,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,2,0,2,0
40,56.25,0,43.75,0,0,-3.334387453,177.79174,122.02932,120.08705,123.85193,175.54817,179.40124,53.07517,52.1482,53.1783,42.798524,38.76394549,40.78123475,140.51975,78.01475573,117.1952214,140.7591841,98.7509585,123.1937155,111.5522475,0.367690903,2.735611805,2.798603917,2.9129554,2.633792059,2.778516986,2.749852119,2.749852119,2.77584163,2.77584163,2.773717855,2.773717855,2.792499415,2.792499415,2.633794225,2.77852207,2.798601866,2.91295202,2.749845804,2.749845804,2.775833852,2.775833852,2.792508692,2.792508692,2.773720646,2.773720646,2.791887573,2.647322355,2.734166157,2.734166157,2.820952014,2.820952014,2.661009151,2.661009151,2.765265079,2.765265079,2.783127353,2.622127995,2.837300386,2.837300386,2.882931006,2.882931006,2.695963714,2.695963714,2.67521229,2.653185556,2.647323844,2.622130674,2.697065388,2.697065388,2.721687984,2.721687984,2.815053211,2.794129092,2.7251962,2.7251962,2.791888956,2.78313127,2.725187859,2.725187859,2.721692844,2.721692844,2.815062477,2.794138427,2.697061967,2.697061967,2.734165884,2.734165884,2.765265469,2.765265469,2.661008197,2.661008197,2.820955077,2.820955077,2.837299435,2.837299435,2.653186368,2.675213095,2.695963919,2.695963919,2.882928575,2.882928575,2.745444716,2.765756566,2.765754259,2.745445599,2.81787355,2.78911381,2.789115868,2.817868449,2.67541443,2.735610644,2.690179958,2.728461059,2.690181902,2.67541806,2.728458652,2.735611805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,2,2,2,2,0,0,2,2,2,2,0,0,2,2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,0,0,2,2,0,0,2,0,0,0,0,0,2,0,2
41,56.25,0,43.75,0,0,-3.306473941,177.14969,121.86422,120.94246,127.02549,157.51703,179.60759,52.33056,57.7181,43.87922,40.415052,34.25738839,37.33622019,139.3265167,65.54759936,106.9480874,135.4693262,86.60492736,113.9244056,102.82387,0.376998923,2.679272362,2.882058628,2.780422086,2.816847241,2.721260369,2.879724965,2.879724965,2.75983081,2.75983081,2.774514316,2.774514316,2.747585542,2.747585542,2.624779385,2.58756523,2.561742282,2.510727086,2.703184606,2.703184606,2.608384432,2.608384432,2.73251816,2.73251816,2.640856325,2.640856325,2.997509302,2.739889412,2.755674369,2.755674369,2.964457371,2.964457371,2.644256295,2.644256295,2.919138442,2.919138442,2.869018239,2.736894367,2.785729448,2.785729448,2.785253258,2.785253258,2.570491082,2.570491082,2.837963812,2.837963812,2.894194777,2.82500919,2.835085853,2.835085853,2.897466786,2.897466786,2.873770551,2.873770551,2.816917873,2.816917873,2.640958647,2.590128283,2.989722166,2.989722166,2.604080004,2.604080004,2.586579814,2.586579814,2.821070052,2.821070052,2.695268287,2.695268287,2.807819151,2.807819151,2.824392041,2.824392041,2.652414769,2.652414769,2.729154618,2.750803615,2.800125294,2.821229742,2.822102031,2.843043347,2.631550839,2.653996122,2.900701384,2.612123387,2.738516038,2.523474053,2.731665206,2.508935505,2.764541981,2.510668076,3.016179334,2.867597016,2.84175361,2.66802504,2.857696356,2.653339804,2.914561538,2.679272362,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,2,2,0,0,0,2,2,0,0,2,2,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,0,2,0,2,0,2,0,2,0,2,2,2,2,2,0,2,0
