Structure,percent_cu,percent_ni,percent_au,percent_pd,percent_pt,Cohesive_energy,c11,c12,c13,c23,c22,c33,c44,c55,c66,G_V,G_R,G,B,E_100,E_110,E_111,E_113,E_331,E_VRH,nu,avg_r,1 r,2 r,3 r,4 r,5 r,6 r,7 r,8 r,9 r,10 r,11 r,12 r,13 r,14 r,15 r,16 r,17 r,18 r,19 r,20 r,21 r,22 r,23 r,24 r,25 r,26 r,27 r,28 r,29 r,30 r,31 r,32 r,33 r,34 r,35 r,36 r,37 r,38 r,39 r,40 r,41 r,42 r,43 r,44 r,45 r,46 r,47 r,48 r,49 r,50 r,51 r,52 r,53 r,54 r,55 r,56 r,57 r,58 r,59 r,60 r,61 r,62 r,63 r,64 r,65 r,66 r,67 r,68 r,69 r,70 r,71 r,72 r,73 r,74 r,75 r,76 r,77 r,78 r,79 r,80 r,81 r,82 r,83 r,84 r,85 r,86 r,87 r,88 r,89 r,90 r,91 r,92 r,93 r,94 r,95 r,96 r,1 Type 1,2 Type 1,3 Type 1,4 Type 1,5 Type 1,6 Type 1,7 Type 1,8 Type 1,9 Type 1,10 Type 1,11 Type 1,12 Type 1,13 Type 1,14 Type 1,15 Type 1,16 Type 1,17 Type 1,18 Type 1,19 Type 1,20 Type 1,21 Type 1,22 Type 1,23 Type 1,24 Type 1,25 Type 1,26 Type 1,27 Type 1,28 Type 1,29 Type 1,30 Type 1,31 Type 1,32 Type 1,33 Type 1,34 Type 1,35 Type 1,36 Type 1,37 Type 1,38 Type 1,39 Type 1,40 Type 1,41 Type 1,42 Type 1,43 Type 1,44 Type 1,45 Type 1,46 Type 1,47 Type 1,48 Type 1,49 Type 1,50 Type 1,51 Type 1,52 Type 1,53 Type 1,54 Type 1,55 Type 1,56 Type 1,57 Type 1,58 Type 1,59 Type 1,60 Type 1,61 Type 1,62 Type 1,63 Type 1,64 Type 1,65 Type 1,66 Type 1,67 Type 1,68 Type 1,69 Type 1,70 Type 1,71 Type 1,72 Type 1,73 Type 1,74 Type 1,75 Type 1,76 Type 1,77 Type 1,78 Type 1,79 Type 1,80 Type 1,81 Type 1,82 Type 1,83 Type 1,84 Type 1,85 Type 1,86 Type 1,87 Type 1,88 Type 1,89 Type 1,90 Type 1,91 Type 1,92 Type 1,93 Type 1,94 Type 1,95 Type 1,96 Type 1,1 Type 2,2 Type 2,3 Type 2,4 Type 2,5 Type 2,6 Type 2,7 Type 2,8 Type 2,9 Type 2,10 Type 2,11 Type 2,12 Type 2,13 Type 2,14 Type 2,15 Type 2,16 Type 2,17 Type 2,18 Type 2,19 Type 2,20 Type 2,21 Type 2,22 Type 2,23 Type 2,24 Type 2,25 Type 2,26 Type 2,27 Type 2,28 Type 2,29 Type 2,30 Type 2,31 Type 2,32 Type 2,33 Type 2,34 Type 2,35 Type 2,36 Type 2,37 Type 2,38 Type 2,39 Type 2,40 Type 2,41 Type 2,42 Type 2,43 Type 2,44 Type 2,45 Type 2,46 Type 2,47 Type 2,48 Type 2,49 Type 2,50 Type 2,51 Type 2,52 Type 2,53 Type 2,54 Type 2,55 Type 2,56 Type 2,57 Type 2,58 Type 2,59 Type 2,60 Type 2,61 Type 2,62 Type 2,63 Type 2,64 Type 2,65 Type 2,66 Type 2,67 Type 2,68 Type 2,69 Type 2,70 Type 2,71 Type 2,72 Type 2,73 Type 2,74 Type 2,75 Type 2,76 Type 2,77 Type 2,78 Type 2,79 Type 2,80 Type 2,81 Type 2,82 Type 2,83 Type 2,84 Type 2,85 Type 2,86 Type 2,87 Type 2,88 Type 2,89 Type 2,90 Type 2,91 Type 2,92 Type 2,93 Type 2,94 Type 2,95 Type 2,96 Type 2
26,56.25,0,0,43.75,0,-3.694427789,192.85773,136.90754,129.22051,139.64205,179.38931,186.008,72.64047,74.2615,75.20088,54.58623267,40.84232199,47.71427733,152.1994711,69.54695112,132.9824832,191.0782506,99.29844899,145.8834207,129.5997328,0.358081271,2.718534262,2.653748378,2.557092047,2.734562677,2.600636074,2.621796527,2.621796527,2.567362525,2.567362525,2.674622632,2.674622632,2.759071241,2.759071241,2.856855915,2.712160604,2.811139231,2.698522565,2.768240428,2.768240428,2.675070911,2.675070911,2.715657292,2.715657292,2.673170507,2.673170507,2.567371812,2.766724661,2.741000396,2.741000396,2.63563921,2.63563921,2.798988915,2.798988915,2.641345554,2.641345554,2.565343919,2.718525048,2.686347473,2.686347473,2.555352836,2.555352836,2.644000728,2.644000728,2.688136922,2.688136922,2.624798693,2.600189611,2.647762322,2.647762322,2.662362799,2.662362799,2.57841246,2.57841246,2.688122951,2.688122951,2.715921386,2.699275363,2.712435853,2.712435853,2.724564838,2.724564838,2.664838055,2.664838055,2.667748218,2.667748218,2.739043842,2.739043842,2.648994944,2.648994944,2.595005363,2.595005363,2.734374734,2.734374734,2.684060135,2.705080962,2.688660004,2.709645146,2.56429218,2.58628664,2.71760646,2.738369783,2.678894801,2.821624485,2.642620395,2.759643962,2.587027723,2.668217448,2.658199134,2.730710638,2.677671056,2.563223214,2.767152892,2.650263021,2.627574816,2.719881993,2.602168951,2.718534262,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,3,3,3,0,0,0,0,0,0,3,0,3,3,3,3,0,0,3,3,0,0,0,3,3,3,0,0,3,3,0,0,0,3,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
27,56.25,0,0,43.75,0,-3.693909596,180.08064,140.11843,135.30646,131.65897,186.43149,188.43122,77.69482,74.96635,74.51115,55.29176333,40.77841426,48.0350888,152.1234522,68.67689461,133.4995869,194.7836724,98.81323198,146.9469739,130.3819624,0.35715334,2.742097625,2.654835557,2.652885947,2.567486372,2.533655348,2.677482322,2.677482322,2.637801085,2.637801085,2.661493678,2.661493678,2.580618023,2.580618023,2.649633019,2.612448664,2.63616381,2.585270045,2.774749639,2.774749639,2.68192243,2.68192243,2.603251739,2.603251739,2.596598099,2.574404958,2.755876173,2.727821634,2.623886151,2.623886151,2.727223201,2.727223201,2.743423979,2.743423979,2.757581202,2.757581202,2.795577956,2.754662532,2.694475293,2.694475293,2.639915007,2.639915007,2.661846495,2.661846495,2.74879322,2.74879322,2.59583041,2.671532912,2.814100196,2.814100196,2.642853222,2.642853222,2.73003098,2.73003098,2.648369196,2.648369196,2.68155697,2.723407443,2.777957729,2.777957729,2.658625125,2.658625125,2.741064736,2.741064736,2.727228216,2.748187501,2.587879003,2.587879003,2.730249685,2.730249685,2.660596326,2.660596326,2.657985272,2.679486239,2.591424184,2.591424184,2.662914068,2.662914068,2.706442326,2.706442326,2.745657752,2.724679007,2.624010651,2.688978741,2.525532523,2.568717909,2.568557081,2.615103052,2.568099787,2.598349996,2.774384835,2.724808334,2.797590177,2.763327323,2.673094692,2.704681734,2.666619275,2.742097625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,3,3,3,3,0,0,3,3,0,0,3,3,3,3,3,3,0,0,3,3,0,0,3,3,0,0,0,0,3,3,0,0,3,3,3,3,0,0,0,0,0,0,3,3,0,0,3,3,0,0,3,3,3,3,0,3,3,3,0,3,0,3,0,3,0,3,0,3
29,50,0,0,50,0,-3.71385827,181.87686,145.24324,133.76807,133.76807,181.87686,190.02734,79.73267,77.31236,77.31237,56.271592,39.10164907,47.68662053,153.25998,63.958273,130.6591137,200.2827913,94.14510788,145.3561148,129.6165298,0.359045036,2.716332382,2.605203337,2.643818882,2.674180675,2.716332382,2.774056514,2.774056514,2.770555061,2.770555061,2.630994982,2.630994982,2.646325989,2.646325989,2.522085623,2.605203337,2.594881576,2.669850414,2.625965522,2.625965522,2.628923468,2.628923468,2.625965522,2.625965522,2.774056514,2.774056514,2.669891819,2.594882262,2.625965522,2.625965522,2.628923464,2.628923464,2.625965522,2.625965522,2.774056514,2.774056514,2.716373104,2.674179936,2.630995661,2.630995661,2.77055509,2.77055509,2.774056514,2.774056514,2.646325976,2.646325976,2.768838767,2.827891084,2.734109901,2.755178152,2.635420533,2.657271361,2.76694896,2.787769044,2.766949682,2.787769761,2.71025782,2.768796722,2.628923468,2.628923468,2.630995661,2.630995661,2.744623253,2.744623253,2.770555061,2.770555061,2.628923464,2.628923464,2.77055509,2.77055509,2.744623253,2.744623253,2.630994982,2.630994982,2.744623253,2.744623253,2.777338027,2.777338027,2.777338747,2.777338747,2.646325976,2.646325976,2.594881573,2.522085623,2.669849686,2.605203334,2.710257817,2.594882262,2.768797452,2.674179939,2.674180678,2.768797409,2.605203337,2.669850417,2.716331692,2.643818878,2.827851294,2.716332382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,0,0,0,0,3,3,0,0,3,3,0,0,3,3,3,3,3,3,0,0,3,3,0,0,3,3,0,0,0,0,3,3,0,0,3,3,0,0,0,0,3,3,3,3,3,3,0,0,3,3,3,3,3,3,0,0,3,3,3,3,3,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,3,3,3,3,3,0,0,3,0,3,0,3,0,3,0,0,3,0,3,3,0,3,0
30,50,0,0,50,0,-3.713659702,187.38736,140.8171,129.54709,142.09935,180.5453,182.65198,73.95457,75.59524,66.87743,52.49352133,37.69793303,45.09572718,152.8346356,62.96169666,125.1311398,186.5231893,91.52223755,138.3785226,123.1726496,0.365679825,2.752346763,2.69598811,2.575268404,2.784379854,2.690054684,2.741602204,2.741602204,2.624542738,2.624542738,2.639570237,2.639570237,2.758047896,2.758047896,2.693296569,2.657663234,2.72064103,2.644608767,2.722948561,2.722948561,2.637427335,2.637427335,2.65486797,2.65486797,2.64155,2.663031638,2.593478156,2.660677448,2.658074572,2.658074572,2.689488179,2.689488179,2.690327414,2.690327414,2.706044644,2.706044644,2.719664738,2.735646779,2.693455446,2.693455446,2.690145295,2.690145295,2.654191158,2.654191158,2.674020401,2.674020401,2.714611829,2.81551954,2.646014593,2.646014593,2.621307299,2.621307299,2.735714281,2.735714281,2.760810209,2.760810209,2.65245714,2.766326511,2.748379948,2.748379948,2.617303841,2.617303841,2.752918013,2.752918013,2.756513674,2.735766169,2.695871228,2.695871228,2.736234434,2.736234434,2.676761237,2.676761237,2.713039539,2.691956991,2.700131573,2.700131573,2.728475223,2.728475223,2.678851156,2.678851156,2.655147445,2.676519953,2.660898368,2.661279962,2.712970804,2.680690325,2.696686646,2.609493014,2.699161393,2.638224013,2.6939701,2.653827306,2.728272891,2.717707391,2.709451309,2.77561078,2.713694545,2.752346763,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3,0,0,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,3,3,3,3,0,0,3,3,0,0,3,3,3,3,3,3,0,0,3,3,3,3,0,0,3,3,3,3,3,3,0,3,3,3,0,3,3,3,0,3,0,3,3,3,3,3
31,50,0,0,50,0,-3.711567424,188.98507,137.18766,134.99752,134.7722,189.46555,185.40618,75.87183,75.02033,75.43641,55.72567533,43.00511411,49.36539472,153.0857289,74.20639574,138.3630342,194.381994,104.6987783,151.0220985,133.7224091,0.354414462,2.639700126,2.811719292,2.70204453,2.73060121,2.637117124,2.736751466,2.736751466,2.705315651,2.705315651,2.795051287,2.795051287,2.703017818,2.703017818,2.709917951,2.675529389,2.828606867,2.747079129,2.664668669,2.664668669,2.647666842,2.647666842,2.676323674,2.676323674,2.726941485,2.706016419,2.745202186,2.67396388,2.731399573,2.731399573,2.751967866,2.751967866,2.693753832,2.693753832,2.636832883,2.636832883,2.675223024,2.570581486,2.668199845,2.668199845,2.652056549,2.652056549,2.659328317,2.659328317,2.708122167,2.708122167,2.615080269,2.576326735,2.632448507,2.632448507,2.741769913,2.741769913,2.616068149,2.616068149,2.622531217,2.622531217,2.778549896,2.673218879,2.644706856,2.644706856,2.769356589,2.769356589,2.630715769,2.630715769,2.725296513,2.70435872,2.770200511,2.770200511,2.615879312,2.615879312,2.681497977,2.681497977,2.778941682,2.758411114,2.721900055,2.721900055,2.653782846,2.653782846,2.631821057,2.631821057,2.663763972,2.685018342,2.839341289,2.696003093,2.798169199,2.726190335,2.754109203,2.616291052,2.763005782,2.653726273,2.660192485,2.570990684,2.711352291,2.709746928,2.687383519,2.729021256,2.586544829,2.639700126,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,0,3,0,3,3,3,3,3,3,0,0,3,0,3,0,3,3,3,3,0,0,3,3,0,3,3,3,3,3,0,0,0,0,0,3,3,3,3,3,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,3,3,3,0,0,3,3,0,0,3,0,0,0,0,0,3,0,3
32,50,0,0,50,0,-3.716368673,186.23557,136.45032,137.37057,133.68525,190.2934,182.84969,73.19764,70.7938,73.42626,53.60837467,41.38491929,47.49664698,152.7101044,71.61787367,133.5615738,187.6672724,101.0555961,145.7867344,129.1049853,0.359095784,2.767448169,2.658302443,2.628689941,2.744632375,2.742350905,2.716612401,2.716612401,2.663382593,2.663382593,2.633990217,2.633990217,2.721850835,2.721850835,2.638813404,2.669703164,2.686646745,2.65848116,2.706150083,2.706150083,2.68468675,2.68468675,2.655504994,2.655504994,2.644203221,2.644203221,2.75077999,2.730958067,2.638347732,2.638347732,2.756360815,2.756360815,2.745386589,2.745386589,2.723338563,2.723338563,2.60290285,2.666333059,2.673879014,2.673879014,2.659226642,2.659226642,2.611826187,2.611826187,2.6821041,2.6821041,2.818637791,2.745204765,2.632251044,2.632251044,2.76805986,2.76805986,2.670107288,2.670107288,2.754603243,2.754603243,2.751092512,2.650662693,2.706504313,2.706504313,2.684554091,2.684554091,2.650024578,2.650024578,2.737990916,2.737990916,2.664223137,2.664223137,2.713903038,2.713903038,2.671023682,2.671023682,2.655203948,2.655203948,2.679604099,2.700744198,2.682194361,2.703314205,2.733036594,2.753766534,2.690965258,2.712016799,2.726194405,2.744389224,2.665146438,2.620033521,2.639099826,2.59171072,2.712139807,2.699547858,2.765292337,2.677415407,2.765008348,2.622049493,2.722023349,2.678249039,2.750619069,2.767448169,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,3,3,3,3,3,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,3,3,0,0,0,3,0,0,3,3,0,0,3,3,0,3,3,3,3,3,0,0,3,3,0,0,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,0,3,3,3,3
33,50,0,0,50,0,-3.716843774,193.93049,134.72088,133.34278,139.89557,186.04413,184.15799,74.05815,77.27329,74.60269,55.59838467,42.35536499,48.97687483,153.3390078,72.68426198,136.9155659,194.0874591,103.048641,149.7453886,132.792532,0.355665633,2.666388781,2.765710805,2.700117753,2.647756997,2.636693315,2.668428395,2.668428395,2.672309281,2.672309281,2.722082824,2.722082824,2.640972886,2.640972886,2.643294044,2.662667257,2.734819187,2.666180449,2.704855888,2.704855888,2.67291634,2.67291634,2.666580877,2.666580877,2.700482326,2.67941389,2.864002361,2.744801426,2.726867429,2.726867429,2.750904207,2.750904207,2.673427664,2.673427664,2.749827605,2.749827605,2.742691819,2.587550401,2.667146544,2.667146544,2.649438033,2.649438033,2.644516511,2.644516511,2.71952237,2.71952237,2.713033246,2.578554341,2.758455348,2.758455348,2.744969269,2.744969269,2.607968147,2.607968147,2.650955268,2.650955268,2.818100339,2.704459402,2.678461155,2.678461155,2.769629872,2.769629872,2.602591718,2.602591718,2.747442664,2.726737096,2.642085212,2.642085212,2.653074623,2.653074623,2.690880147,2.690880147,2.734342421,2.713536894,2.663791765,2.663791765,2.719249701,2.719249701,2.648657101,2.648657101,2.643614076,2.66496555,2.75613744,2.781975956,2.65146769,2.681998406,2.666796318,2.645004967,2.645377224,2.671322842,2.792031665,2.649917879,2.778053688,2.712819835,2.683475482,2.717965305,2.702184709,2.666388781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,3,3,0,0,3,0,0,0,3,3,3,3,3,3,0,0,3,0,0,0,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,3,3,3,0,0,3,3,3,3,0,0,0,0,3,3,3,0,0,3,3,0,0,3,3,0,3,0,0,3,0,3
34,50,0,0,50,0,-3.711904356,187.09061,136.06718,133.79753,129.41979,197.82989,196.83299,77.65376,79.57154,75.70468,58.75059533,47.45953995,53.10506764,153.3691656,84.45156926,148.6999042,199.2202602,115.9063478,160.5412669,142.8299389,0.344786338,2.79878439,2.57888711,2.560769155,2.672565215,2.601690574,2.728869264,2.728869264,2.636606254,2.636606254,2.60771138,2.60771138,2.609003754,2.609003754,2.664437565,2.632026256,2.649492453,2.59980278,2.761028369,2.761028369,2.707804293,2.707804293,2.588819408,2.588819408,2.565760404,2.588039035,2.733302106,2.824379059,2.59744912,2.59744912,2.693630103,2.693630103,2.776691353,2.776691353,2.782580751,2.782580751,2.674558941,2.745199937,2.61699023,2.61699023,2.668085586,2.668085586,2.696750103,2.696750103,2.704053131,2.704053131,2.764985403,2.732239633,2.717387934,2.717387934,2.710108131,2.710108131,2.686663793,2.686663793,2.78348533,2.78348533,2.745372262,2.716065208,2.785967225,2.785967225,2.722111764,2.722111764,2.713903477,2.713903477,2.75848581,2.779219956,2.605261654,2.605261654,2.73277541,2.73277541,2.712165274,2.712165274,2.733341477,2.712256631,2.651390133,2.651390133,2.742373205,2.742373205,2.696269457,2.696269457,2.69267041,2.71390743,2.635810225,2.652128165,2.570077859,2.606114405,2.55166694,2.564632665,2.574898697,2.625055993,2.756666566,2.688909457,2.827185983,2.74100484,2.760052084,2.787500983,2.763965048,2.79878439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,0,0,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3
35,50,0,0,50,0,-3.704851042,193.06044,134.74187,135.30613,134.73151,189.67723,188.80001,74.70542,78.43268,76.1628,56.97739133,44.93734685,50.95736909,153.4551889,78.59002851,142.9324309,196.5796354,109.5705333,155.2560788,137.6371944,0.350513153,2.561923711,2.751189356,2.721289684,2.741736153,2.697429792,2.771711757,2.771711757,2.712820617,2.712820617,2.718958481,2.718958481,2.668660211,2.68999506,2.730845609,2.666540135,2.625534991,2.573233524,2.647549233,2.647549233,2.609317417,2.609317417,2.737054697,2.737054697,2.661214917,2.661214917,2.751189356,2.730845609,2.766153313,2.766153313,2.687864405,2.687864405,2.644628293,2.644628293,2.766153313,2.766153313,2.721289684,2.666540135,2.715143276,2.715143276,2.737694933,2.737694933,2.667948175,2.667948175,2.715143276,2.715143276,2.741736153,2.697429792,2.718958481,2.718958481,2.771711757,2.771711757,2.712820617,2.712820617,2.668660211,2.68999506,2.625534991,2.573233524,2.737054697,2.737054697,2.647549233,2.647549233,2.609317417,2.609317417,2.661214917,2.661214917,2.632730154,2.632730154,2.632730154,2.632730154,2.821079351,2.800743224,2.694640401,2.694640401,2.681589256,2.681589256,2.681589256,2.681589256,2.651560757,2.673032089,2.574808848,2.574808848,2.80032212,2.676704741,2.765236313,2.61945767,2.773035738,2.673701257,2.648192435,2.561923711,2.80032212,2.773035738,2.676704741,2.673701257,2.765236313,2.61945767,2.648192435,2.561923711,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3,3,3,3,3,3,0,0,0,3,0,0,3,3,0,0,3,3,3,3,0,3,0,0,3,3,0,0,3,3,0,0,3,0,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,0,0,0,0,3,3,3,3,0,0,3,3,0,0,3,3,3,3,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,0,3,3,3,0,3,3,3,0,3,0,3,0,3,0,3,0
36,50,0,0,50,0,-3.711250919,184.56828,135.67214,139.45034,132.32457,192.35433,183.70742,72.70258,71.25773,74.35951,53.87616267,41.35300553,47.6145841,152.8360144,71.39743006,133.6317506,188.360576,100.9172711,145.9674642,129.4054164,0.358884246,2.796670847,2.734908044,2.694387693,2.714145052,2.706614548,2.697992535,2.697992535,2.715717196,2.715717196,2.685212171,2.685212171,2.700412225,2.700412225,2.807545898,2.735924648,2.757972099,2.753950059,2.669221639,2.669221639,2.690344998,2.690344998,2.725128165,2.725128165,2.74113833,2.74113833,2.57916181,2.664225368,2.787460455,2.787460455,2.646037797,2.646037797,2.728977494,2.728977494,2.630996589,2.630996589,2.723286879,2.710859357,2.654413718,2.654413718,2.686741572,2.686741572,2.713838256,2.713838256,2.63032831,2.63032831,2.602274302,2.646956663,2.691782525,2.691782525,2.623799079,2.623799079,2.641007842,2.641007842,2.64006131,2.64006131,2.669285105,2.719638002,2.634731672,2.634731672,2.740886306,2.740886306,2.771852511,2.771852511,2.618690933,2.618690933,2.698154292,2.698154292,2.605547738,2.605547738,2.639188256,2.639188256,2.672318056,2.672318056,2.719656902,2.740414105,2.69554276,2.71648423,2.68796598,2.708966022,2.754206775,2.774705526,2.735624539,2.756756171,2.677871451,2.679115557,2.704527548,2.703066585,2.79319598,2.824873742,2.668535893,2.580083507,2.73003709,2.698351202,2.561519465,2.625524736,2.693490765,2.796670847,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,0,0,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,0,0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,0,3,3,0,0,0,0,3,3,0,0,3,3,3,3,0,3,0,0,0,0,3,3,0,0,0,3,3,3,0,0,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,0,0,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3
37,50,0,0,50,0,-3.718082246,195.05174,133.99072,132.34176,134.09835,191.77391,195.28329,75.11037,75.08777,80.39882,58.231266,47.52226567,52.87676584,153.6634,85.12697172,148.4802205,197.4664136,116.293061,160.026855,142.3072846,0.345650423,2.742603457,2.62129914,2.593995562,2.62129914,2.593995562,2.593995562,2.593995562,2.62129914,2.62129914,2.703587423,2.703587423,2.703587423,2.703587423,2.742644476,2.771572455,2.742644476,2.771572455,2.761206642,2.781899643,2.732168913,2.753080179,2.693001708,2.714214749,2.693001708,2.714214749,2.62129914,2.742603457,2.703885503,2.703885503,2.62129914,2.62129914,2.742603457,2.742603457,2.703885503,2.703885503,2.593995562,2.771531864,2.703885503,2.703885503,2.593995562,2.593995562,2.771531864,2.771531864,2.703885503,2.703885503,2.62129914,2.593995562,2.703587423,2.703587423,2.593995562,2.593995562,2.62129914,2.62129914,2.703587423,2.703587423,2.742603457,2.771531864,2.703587423,2.703587423,2.771531864,2.771531864,2.742603457,2.742603457,2.703587423,2.703587423,2.703885503,2.703885503,2.703885503,2.703885503,2.62129914,2.62129914,2.742603457,2.742603457,2.703885503,2.703885503,2.703885503,2.703885503,2.593995562,2.593995562,2.771531864,2.771531864,2.593995562,2.771531864,2.593995562,2.771531864,2.62129914,2.742603457,2.62129914,2.742603457,2.593995562,2.62129914,2.771531864,2.742603457,2.593995562,2.771531864,2.62129914,2.742603457,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,3,3,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,3,0,3,3,3,0,0,3,3,3,3,0,3,3,3,0,0,3,3,3,3,0,3,0,0,0,0,3,3,0,0,0,3,0,0,3,3,0,0,0,0,0,3,3,3,3,3,0,0,3,3,3,3,3,3,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,3,0,3,0,3,3,0,3,0,0,3,0,3
